TIME_PERIOD,AUD,CAD,CHF,DKK,GBP,ISK,JPY,NZD,SEK,USD,XDR
1980-12-10,1.8086985232849782,1.4721279614694938,5.665907522227275,4.446174454497633,2.502255288122613,0.62057648772511,0.9138878472578448,1.6059719127909258,4.767289035464526,1.6529762144485838,1.8846272749240662
1980-12-11,1.8105321545513384,1.4770487243883548,5.661222860237405,4.443827035579329,2.5079719227189963,0.62057648772511,0.9170904120447193,1.6084173918800937,4.767714115173372,1.6588945211466928,1.8840286662913928
1980-12-12,1.8107774750638168,1.4741907630260744,5.6610489320693,4.44323931884187,2.498151876538021,0.62057648772511,0.9174900124496372,1.6010427716457183,4.76473475565943,1.6587993419718245,1.8847396639969292
1980-12-15,1.7986192205757647,1.461285871410242,5.669363547785742,4.454347296253507,2.493618590390022,0.6151856390902335,0.9150900112976361,1.5923324445311613,4.766863774986079,1.6449980878326513,1.8822413448424056
1980-12-16,1.800900892145311,1.4588475538015993,5.65511730267492,4.4373430753445895,2.4915511925066687,0.6151856390902335,0.9078552530530535,1.598922822134334,4.75960653929251,1.6485624671181502,1.8765906936333887
1980-12-17,1.8024685880364064,1.460705858633701,5.654592230465429,4.436159643253809,2.4911371995386364,0.6151856390902335,0.910272659548592,1.5956634790122608,4.757891273005756,1.6494275606502589,1.8785058110989803
1980-12-18,1.8041984499964827,1.4625607165733405,5.662439511121819,4.44500143383527,2.4932054526026954,0.6151856390902335,0.9106749930885194,1.5985589505365614,4.763881877142913,1.6505798557652755,1.8821987143588628
1980-12-19,1.804149066873978,1.4681047363174566,5.660004727310305,4.446174454497633,2.4948569806411682,0.6151856390902335,0.9122827104766164,1.5938977877523677,4.765586907393996,1.6486586255873816,1.8807466707679361
1980-12-22,1.8019737916350267,1.4705206132474313,5.6627868539526816,4.449685283147696,2.4993846689686534,0.6097655716208943,0.9138878472578448,1.593288205094405,4.765586907393996,1.6446119874417544,1.8822185073093758
1980-12-23,1.8023036831037262,1.4685653535526848,5.6798312538336875,4.45318382899021,2.505117690404131,0.6097655716208943,0.911479174876933,1.5944054896001383,4.770260805853684,1.6419051025716018,1.8858158330304744
1980-12-24,1.8044782416358298,1.4691408268953778,5.678122727875623,4.464182492687114,2.509599262378372,0.6043159668533296,0.9158906518528154,1.5986802557811404,4.775756486563625,1.643259460909611,1.8867544478465534
1980-12-25,1.8044782416358298,1.4691408268953778,5.678122727875623,4.464182492687114,2.509599262378372,0.6043159668533296,0.9158906518528154,1.5986802557811404,4.775756486563625,1.643259460909611,1.8867544478465534
1980-12-26,1.8044782416358298,1.4691408268953778,5.678122727875623,4.464182492687114,2.509599262378372,0.6043159668533296,0.9158906518528154,1.5986802557811404,4.775756486563625,1.643259460909611,1.8867544478465534
1980-12-29,1.8066152404600415,1.4716689826892044,5.679319002477826,4.458408804592688,2.510005683843019,0.6097655716208943,0.9166906518954819,1.6021111370476395,4.772801027372043,1.6448050562713916,1.8851997199861128
1980-12-30,1.808551031867892,1.4716689826892044,5.6832395734248715,4.458408804592688,2.50715725872282,0.6043159668533296,0.9333444864399827,1.601567018053531,4.771955003632917,1.6419051025716018,1.885909885857893
1980-12-31,1.811333312185159,1.4706355095536416,5.680684423410224,4.456670177669648,2.515678308454754,0.5933268452777344,0.9384435365152884,1.6058113443784017,4.7736463359599925,1.6448050562713916,1.8880721766366357
1981-01-01,1.811333312185159,1.4706355095536416,5.680684423410224,4.456670177669648,2.515678308454754,0.5933268452777344,0.9384435365152884,1.6058113443784017,4.7736463359599925,1.6448050562713916,1.8880721766366357
1981-01-02,1.8138959722235368,1.471898498412039,5.679489782087156,4.453765731828859,2.5160822672564502,4.422448549172797,0.9439058989071284,1.608797707546677,4.773223770984341,1.6480815360263048,1.888467156911674
1981-01-05,1.8113659988669732,1.4662601427577724,5.675725876873676,4.45318382899021,2.5148699009733795,4.417031743872572,0.9497255079603925,1.6029770861718635,4.76941262938214,1.6409365794934714,1.887054497402443
1981-01-06,1.8066645019482408,1.4618655479669647,5.67897735573723,4.455509411433685,2.5221221487141436,4.409763389645481,0.9442949282837525,1.599811729039468,4.774068722449905,1.6343256279418794,1.8860797653197232
1981-01-07,1.8051198209298915,1.459777137879694,5.675897271166665,4.450852825603734,2.5160822672564502,4.407938016458383,0.9396165571776518,1.5991653296633601,4.768988271217486,1.632079642914925,1.88184237424216
1981-01-08,1.808682136423963,1.4640652594183479,5.668673297542633,4.445588116163626,2.5148699009733795,4.412798293340635,0.9400072584914712,1.6029770861718635,4.767289035464526,1.6375393425449751,1.8822413448424056
1981-01-09,1.8074031332160754,1.4664909031141673,5.667291366073786,4.440884991680235,2.5128460184772416,4.412798293340635,0.9333444864399827,1.5999328824197954,4.76473475565943,1.637442108843698,1.8806399317219293
1981-01-12,1.8053007047947218,1.468450219133123,5.663828159149168,4.442651256490317,2.5172931654871538,4.413404170366137,0.9337376454778757,1.6011839419477547,4.765586907393996,1.6388996225837194,1.880464549980244
1981-01-13,1.812672590808262,1.4729306677794374,5.6577385361547945,4.4355674016019115,2.517696472610991,4.421848128860553,0.9321640810304452,1.6062127170784057,4.761318868478023,1.6472152767681303,1.8829110138835208
1981-01-14,1.812264464185395,1.4739617728716505,5.659656416613646,4.4373430753445895,2.51890541896013,4.419442836059304,0.9364854391596744,1.6046263554368783,4.763028270603671,1.6453840392075694,1.8834008058382123
1981-01-15,1.8152806642694008,1.4725867296849033,5.65861075600948,4.436159643253809,2.5237266416375825,4.421848128860553,0.9419584786227329,1.6102375926046646,4.763455164953805,1.6476966245511908,1.8849477023253247
1981-01-16,1.82269273099794,1.4822861267736167,5.659133722987319,4.436751534363128,2.5309151709955553,4.432006566978902,0.9508853766386541,1.6146244391214004,4.7664383335842135,1.6579423214937155,1.8929914743021012
1981-01-19,1.817589645929073,1.4772770088317615,5.658785108725465,4.43970574626056,2.5340935606398833,4.425445255041403,0.9508853766386541,1.6148233847104383,4.765586907393996,1.6510595871249198,1.8900289024832062
1981-01-20,1.8231935347175854,1.4810361976295763,5.661570625846892,4.442062848117941,2.5360749363624,4.429625613473161,0.9551267556593532,1.6203382869023886,4.771955003632917,1.6553668443225003,1.893501947675587
1981-01-21,1.8231612323675865,1.480126175953761,5.664175020061422,4.444414407108697,2.5388422834536386,4.426641427432833,0.9639373853415081,1.6173465565021412,4.771108263531522,1.6520183599692189,1.8954270526844825
1981-01-22,1.8256937981443344,1.4828537603246474,5.6627868539526816,4.441474093317302,2.541208215156642,4.432006566978902,0.9631743177730056,1.6205756568445564,4.770684624465665,1.657751772712651,1.8961074724681408
1981-01-23,1.8276573602250392,1.486252811863722,5.660178837174069,4.437934266612178,2.5400259490090797,4.4355674016019115,0.9601162114141847,1.6209316061453147,4.768563732896527,1.6613660052944594,1.8956163550008462
1981-01-26,1.8328214349529173,1.4948123865927971,5.660874973644924,4.436751534363128,2.5478814489493886,4.44323931884187,0.9616464335949523,1.6318449883449282,4.770684624465665,1.6686497720659463,1.8993170695268293
1981-01-27,1.8433235602802123,1.5052988726929548,5.663828159149168,4.437934266612178,2.5603232890727545,4.45318382899021,0.9726710653102627,1.6404519659632697,4.775334812511415,1.6786840851709148,1.9085731463193094
1981-01-28,1.8457740575342934,1.5092860304836593,5.659482215759621,4.436159643253809,2.563409711275944,4.45898767581001,0.9775739602910536,1.6440325571985994,4.774912960575186,1.6845453849209058,1.9101734169286835
1981-01-29,1.844968427559198,1.502520630088023,5.651611602327291,4.428433007488037,2.5622534189906276,4.45898767581001,0.9726710653102627,1.640005914000518,4.776599301615622,1.684916373610006,1.908628012789904
1981-01-30,1.8488326942543545,1.5142477254303515,5.649150279003136,4.4272389774954295,2.563409711275944,4.46763077196603,0.970400057521187,1.642911372491639,4.778282803696737,1.6932274381637837,1.9117046102935398
1981-02-02,1.8447313539941605,1.512816873829675,5.643678550586496,4.425445255041403,2.551396391056833,4.463606621666305,0.9809542451998772,1.6359045602491264,4.77912349311153,1.689357535609974,1.908894887818361
1981-02-03,1.8482815695523807,1.5183089790229984,5.634432396521408,4.409763389645481,2.545531271604435,4.471067201464611,0.9787019919955522,1.6400253117018913,4.7770204429147505,1.696532619285034,1.9075226886505179
1981-02-04,1.84405143144751,1.5109426656850011,5.637642672151656,4.414009680526933,2.542782398874083,4.463606621666305,0.9768212316141874,1.6257639150328733,4.774068722449905,1.6892652122936547,1.9046505588040106
1981-02-05,1.8344996229042139,1.502631908116291,5.628879314629517,4.408546844483277,2.5321082512722946,4.454347296253507,0.9768212316141874,1.6292209316949064,4.766863774986079,1.679709965419432,1.8980815224604264
1981-02-06,1.84254763606016,1.5084013682563284,5.627800953633573,4.4073288175361,2.5380523939970874,4.464182492687114,0.9783261227936078,1.6321969495546154,4.767714115173372,1.6896344544283772,1.9034469275061034
1981-02-09,1.8365416119999483,1.5054098420100528,5.628519990155654,4.408546844483277,2.533696813957432,4.457829598089382,0.9719146356221521,1.6246220477591404,4.7660127111049215,1.6836173106083518,1.8977772688274568
1981-02-10,1.8381499310166654,1.5055207990143273,5.630315322774329,4.410371107683024,2.5356789751614235,4.4595662121293,0.9753140723236161,1.6317863160978623,4.768988271217486,1.6854725987100978,1.899243728145868
1981-02-11,1.8433868744610271,1.5103907588328662,5.628519990155654,4.410371107683024,2.539631549477247,4.428433007488037,0.9802040576178078,1.6327441986643347,4.770684624465665,1.6904647510764736,1.9025313171819338
1981-02-12,1.8510655751254625,1.5186375481076038,5.619675965359201,4.409763389645481,2.545531271604435,4.436751534363128,0.9850702472689807,1.6359629913734555,4.775756486563625,1.700831340863311,1.9087229098489078
1981-02-13,1.8457740575342934,1.5177611238621964,5.608738925969307,4.3975308212098465,2.531710715985803,4.430816798843313,0.9790777199729198,1.6345987080926,4.768563732896527,1.699826912161781,1.9022537843574199
1981-02-16,1.8550315637859016,1.5276854105618414,5.596753901897678,4.387635873438392,2.5245279237317364,4.437934266612178,0.9779501122608827,1.635573386038726,4.7660127111049215,1.7128966208023304,1.9034171162708429
1981-02-17,1.8438299615190572,1.5138076814188501,5.60782208351029,4.393213824064446,2.516486062941323,4.412192049005608,0.9738046380747618,1.6226699812028185,4.761318868478023,1.7006487924874845,1.9012519366037408
1981-02-18,1.837003671358896,1.503299316372433,5.612397912854348,4.395066248181685,2.5067496777104528,4.410371107683024,0.9654617758806044,1.6183976538055722,4.759177998467439,1.6886187103085415,1.8926856678179764
1981-02-19,1.8341961594253118,1.503521686842551,5.623656430176916,4.3987608336650466,2.5087859235779435,4.413404170366137,0.9654617758806044,1.612692610154596,4.75960653929251,1.686861809398904,1.8907009267436548
1981-02-20,1.8253070693813973,1.4893021111941198,5.637642672151656,4.404888303817144,2.507564673680584,4.395682961121367,0.9508853766386541,1.5986600392622219,4.763455164953805,1.6691209145952741,1.8842155800494735
1981-02-23,1.823096624537095,1.4924545569482814,5.634253745337369,4.403054001865957,2.489064659936664,4.411585436915426,0.9403978072173882,1.598841973220697,4.758320365481766,1.6700625342505353,1.8796665560609367
1981-02-24,1.8339724958144488,1.5039662794918662,5.642793203029772,4.411585436915426,2.4932054526026954,4.421247347827163,0.9558959864665145,1.6106771442690513,4.76473475565943,1.6845453849209058,1.8944574434662316
1981-02-25,1.834323944746147,1.506518858426259,5.643147436118846,4.407938016458383,2.4874035299865875,4.417635062141249,0.9551267556593532,1.6061123890055233,4.763881877142913,1.6850090992811744,1.8932098502635408
1981-02-26,1.8385158205698282,1.5078480566724672,5.637108341388208,4.4073288175361,2.4898941912990393,4.422448549172797,0.9616464335949523,1.6092378924314332,4.763455164953805,1.6908335506380945,1.895919764909958
1981-02-27,1.839771552993646,1.5138076814188501,5.626901430320244,4.405498990859024,2.488649636066835,4.423048609196803,0.9604989865384754,1.6156784000235547,4.767714115173372,1.696715920541161,1.8982523435257763
1981-03-02,1.8462476545121247,1.5211529975665286,5.6241979953133585,4.406109305189839,2.4844898962916577,4.427836170705175,0.959350221334602,1.6094379124341003,4.769836807543325,1.7058384067204155,1.9012235537186184
1981-03-03,1.8427852278310988,1.5144676748428734,5.61586159328373,4.389498649512583,2.481149600910288,4.416428061391214,0.9597332897169919,1.6154597447525945,4.761318868478023,1.7011051009599243,1.8947461696144954
1981-03-04,1.8350583936232028,1.506518858426259,5.6394217154958115,4.399375273008495,2.4840729690394228,4.403665809777363,0.9601162114141847,1.6023125874915118,4.763455164953805,1.6889881911921094,1.8928182456586884
1981-03-05,1.8334770625799235,1.5050768971093575,5.630853294633443,4.395066248181685,2.478637036774405,4.414009680526933,0.9558959864665145,1.6071553092765483,4.761746493030188,1.688803467814841,1.8899382579095816
1981-03-06,1.844683932535942,1.5166645122817455,5.630135934487902,4.395682961121367,2.4849066497880004,4.421848128860553,0.9639373853415081,1.6081771179666775,4.76473475565943,1.7000096106184874,1.8976213591767834
1981-03-09,1.840549633397487,1.5113839719587123,5.629777061345705,4.396299293960601,2.4756977107026903,4.409763389645481,0.9631743177730056,1.6044454709110563,4.758749273916392,1.6928595205731727,1.8930532268236193
1981-03-10,1.8362387676516578,1.506962120844864,5.633538821267597,4.399375273008495,2.4790562361098245,4.406109305189839,0.9604989865384754,1.6023730147119788,4.760891060984867,1.686584121610754,1.8921099556219947
1981-03-11,1.8339724958144488,1.5044106745663945,5.636573724962751,4.399375273008495,2.4849066497880004,4.412192049005608,0.9539717988418436,1.6044454709110563,4.761746493030188,1.6845453849209058,1.8899397687198063
1981-03-12,1.8352499003025835,1.5041885017150027,5.631928370888217,4.3975308212098465,2.481567748522486,4.414009680526933,0.9566646260124284,1.6040232797326015,4.761746493030188,1.6854725987100978,1.8904351913571598
1981-03-13,1.836127170294805,1.5078480566724672,5.6317492717563695,4.396915247167632,2.4844898962916577,4.409763389645481,0.9551267556593532,1.6004778910625892,4.761318868478023,1.6856579383455095,1.8904261309514347
1981-03-16,1.8379271500730623,1.5080694180458114,5.637108341388208,4.399375273008495,2.483655867886348,4.410371107683024,0.9532010858942521,1.603641143586923,4.760891060984867,1.6845453849209058,1.8925756751331324
1981-03-17,1.8325334625962733,1.5088437971983977,5.646682882615628,4.404888303817144,2.490308699076995,4.408546844483277,0.9508853766386541,1.6009620939530567,4.764308407326388,1.6786840851709148,1.8904835121346504
1981-03-18,1.8259193208747597,1.503632853537124,5.64685932725658,4.404277243608702,2.4898941912990393,4.404277243608702,0.9415685390584236,1.589949235850238,4.763455164953805,1.669497668861763,1.885035763907757
1981-03-19,1.8247105693677408,1.4973884086254774,5.6503816979290855,4.409155302062135,2.485739636091892,4.404888303817144,0.9337376454778757,1.5924138214283052,4.763455164953805,1.665250977253313,1.882553405533892
1981-03-20,1.8355530442264705,1.5059645039578242,5.647741083772576,4.4073288175361,2.494444354268489,4.418238016636454,0.9396165571776518,1.5962716159023413,4.7660127111049215,1.675506512403805,1.8886154234043235
1981-03-23,1.839469685384131,1.5154568489632063,5.643147436118846,4.404277243608702,2.4907230351094403,4.419442836059304,0.9458495341156995,1.6046866430086137,4.764308407326388,1.6817585740137264,1.891346852379025
1981-03-24,1.8412002153739253,1.5144676748428734,5.646506406836471,4.406719247264253,2.498151876538021,4.417031743872572,0.9474017268992078,1.6039026209354235,4.767714115173372,1.6836173106083518,1.8932535197338445
1981-03-25,1.8377361554680791,1.5139177105766881,5.644916721789165,4.405498990859024,2.4997952622817508,4.414009680526933,0.944683806375373,1.6020506940000825,4.767289035464526,1.681665546430981,1.8921129706852506
1981-03-26,1.8390246616951693,1.5175418977295634,5.643678550586496,4.404888303817144,2.5002056870771696,4.418238016636454,0.9407882034745424,1.6039026209354235,4.767289035464526,1.6843598389513597,1.8919018943004466
1981-03-27,1.8443519193472255,1.5233352133806888,5.638354669333745,4.3987608336650466,2.5018457038449236,4.426043520090656,0.946625931670228,1.6090178242093964,4.765160922297032,1.694697756384924,1.8957921036416876
1981-03-30,1.8384203840271034,1.5168839308234925,5.634968158655841,4.395682961121367,2.494444354268489,4.412798293340635,0.9403978072173882,1.5972641115023916,4.76260119393692,1.6885263187530641,1.890773387777011
1981-03-31,1.8361909417379745,1.5110530105126994,5.636038822569682,4.396915247167632,2.4898941912990393,4.406719247264253,0.9341306500024861,1.5962716159023413,4.762173934797756,1.6812933495345284,1.88710298181017
