ds;AUD;CAD;CHF;DKK;GBP;ISK;JPY;NZD;SEK;USD;XDR
09.01.1997;5.0528;4.7901;474.3;107.89;10.99;9.61;5.5797;4.5876;93.17;6.4875;9.27181
10.01.1997;4.9568;4.7322;467.29;106.51;10.847;9.49;5.5296;4.5226;92.8;6.4;9.15162
13.01.1997;4.9556;4.7125;462.24;105.42;10.698;9.42;5.4712;4.4844;92.4;6.3595;9.05834
14.01.1997;4.9518;4.72;463.16;105.3;10.639;9.41;5.4737;4.4716;91.91;6.3685;9.06932
15.01.1997;4.9454;4.7156;462.7;104.72;10.63;9.37;5.4338;4.4649;91.25;6.3635;9.03178
16.01.1997;4.9241;4.7336;462.96;105.07;10.658;9.39;5.4413;4.4766;91.53;6.3565;9.03939
17.01.1997;4.9309;4.7207;457.69;103.79;10.602;9.32;5.4137;4.4873;90.84;6.3335;8.98635
20.01.1997;4.9399;4.7244;451.36;102.74;10.546;9.25;5.4063;4.4905;89.96;6.347;8.93321
21.01.1997;4.9711;4.7937;451.67;103.49;10.676;9.34;5.426;4.5201;90.43;6.4065;9.03675
22.01.1997;5.0135;4.8311;452.58;103.57;10.708;9.38;5.4393;4.549;90.88;6.457;9.05717
23.01.1997;5.05;4.8842;459.66;104.84;10.659;9.45;5.5049;4.5616;91.06;6.547;9.17176
24.01.1997;5.1038;4.9124;465.9;105.86;10.771;9.53;5.5258;4.5794;91.29;6.6;9.26053
27.01.1997;5.0194;4.8303;459.71;104.21;10.572;9.38;5.4518;4.5021;89.79;6.498;9.09532
28.01.1997;5.0491;4.8614;455.74;103.65;10.557;9.36;5.4305;4.5075;89.34;6.534;9.09356
29.01.1997;5.038;4.897;460.33;104.29;10.609;9.41;5.3747;4.5189;89.8;6.562;9.11783
30.01.1997;5.0014;4.8372;457.47;104.1;10.565;9.35;5.3724;4.4999;89.72;6.5135;9.08158
31.01.1997;4.9712;4.8234;456.69;104.05;10.419;9.37;5.3293;4.4807;89.84;6.5055;9.07296
03.02.1997;4.9594;4.8268;456.04;103.7;10.401;9.32;5.3384;4.4791;89.32;6.4995;9.03989
04.02.1997;4.9435;4.8064;454.87;103.15;10.481;9.27;5.283;4.4484;88.42;6.46;9.00007
05.02.1997;4.903;4.7895;452.19;102.74;10.454;9.24;5.2352;4.4454;87.65;6.445;8.95849
06.02.1997;4.9389;4.8086;453.06;102.82;10.601;9.26;5.2344;4.4603;87.58;6.476;8.99963
07.02.1997;4.9541;4.8129;453.89;102.69;10.606;9.28;5.2323;4.4581;87.83;6.501;9.00525
10.02.1997;4.9478;4.82;457.77;103.49;10.646;9.32;5.3021;4.4605;88.84;6.515;9.06217
11.02.1997;5.0051;4.8614;461.06;103.84;10.76;9.39;5.349;4.5262;89.27;6.5835;9.12473
12.02.1997;4.9974;4.8704;456.43;102.71;10.803;9.35;5.3176;4.5264;88.68;6.6055;9.12913
13.02.1997;5.0696;4.8814;457.72;103.26;10.781;9.37;5.3313;4.5752;89.33;6.614;9.13241
14.02.1997;5.1326;4.9617;458.87;104.05;10.859;9.46;5.3778;4.6499;90.35;6.7045;9.25335
17.02.1997;5.1251;4.9507;455.62;103.99;10.869;9.46;5.4;4.6413;90.75;6.7095;9.23509
18.02.1997;5.1786;4.9823;456.36;104.22;10.909;9.49;5.4301;4.6742;90.77;6.761;9.27893
19.02.1997;5.1414;4.9587;456.88;104.69;10.865;9.54;5.4395;4.6431;90.65;6.7248;9.25971
20.02.1997;5.1778;4.941;454.45;104.16;10.846;9.47;5.4307;4.6644;90.42;6.72;9.2611
21.02.1997;5.2263;4.951;456.04;104.67;10.892;9.52;5.4812;4.6886;90.84;6.738;9.30437
24.02.1997;5.2105;4.9012;459.24;104.74;10.887;9.49;5.4736;4.6642;90.57;6.6865;9.26361
25.02.1997;5.1541;4.8807;453.34;103.67;10.814;9.41;5.4265;4.6226;89.59;6.6355;9.20324
26.02.1997;5.1654;4.8954;456.45;104.42;10.895;9.47;5.5013;4.6249;89.8;6.656;9.24432
27.02.1997;5.1929;4.8995;453.65;104.01;10.913;9.48;5.5359;4.646;89.65;6.694;9.26811
28.02.1997;5.2274;4.9257;455.66;104.31;10.932;9.52;5.5797;4.6483;89.78;6.742;9.33727
03.03.1997;5.2783;4.9438;456.51;104.55;10.973;9.54;5.5947;4.6988;89.58;6.7545;9.34661
04.03.1997;5.466;5.0634;466.27;106.34;11.178;9.72;5.6776;4.8607;91.02;6.9255;9.54036
05.03.1997;5.4537;5.0733;468.62;106.47;11.192;9.73;5.7144;4.8716;91.07;6.943;9.55392
06.03.1997;5.4733;5.1023;469.81;106.45;11.237;9.73;5.7327;4.8891;90.99;6.971;9.58331
07.03.1997;5.4592;5.0757;467.41;105.85;11.129;9.69;5.712;4.8728;90.46;6.927;9.53044
10.03.1997;5.4152;5.0261;466.44;105.8;11.025;9.65;5.6648;4.8341;90;6.8935;9.53044
11.03.1997;5.3628;4.9564;460.9;104.6;10.919;9.55;5.5943;4.783;89.54;6.7965;9.35511
12.03.1997;5.4132;4.9877;461.01;104.48;10.943;9.54;5.5569;4.8066;88.73;6.8155;9.35768
13.03.1997;5.3814;4.9844;467;105.09;10.868;9.56;5.5562;4.7476;88.89;6.7925;9.35674
14.03.1997;5.4756;5.0312;467.7;105.35;10.932;9.6;5.5414;4.7955;88.67;6.8625;
17.03.1997;5.44;5.0079;468.2;105.58;10.928;9.6;5.5347;4.7622;88.26;6.832;
18.03.1997;5.412;5.0042;469.94;106.11;10.89;9.63;5.5682;4.7587;88.67;6.8545;9.44296
19.03.1997;5.3571;4.941;470.13;105.81;10.837;9.59;5.5167;4.7036;88.54;6.8005;9.37463
20.03.1997;5.3206;4.9126;469.24;105.45;10.793;9.55;5.5126;4.686;87.99;6.7585;9.33707
21.03.1997;5.2868;4.8946;462.83;104.57;10.744;9.49;5.4648;4.6604;88.12;6.743;9.27547
24.03.1997;5.2804;4.8672;457.8;103.93;10.746;9.45;5.4526;4.6648;87.87;6.698;9.23319
25.03.1997;5.2675;4.8585;458.37;103.97;10.811;9.45;5.4228;4.6562;87.47;6.6885;9.22485
26.03.1997;5.2125;4.8393;455.28;103.59;10.779;9.41;5.3682;4.6188;86.71;6.6635;9.17878
27.03.1997;;;;;;;;;;;
28.03.1997;;;;;;;;;;;
31.03.1997;;;;;;;;;;;
01.04.1997;5.2021;4.7675;458.86;103.9;10.844;9.41;5.3408;4.5892;87.58;6.597;9.14206
02.04.1997;5.2605;4.8429;464.99;105.49;11.059;9.56;5.4893;4.6817;88.45;6.7145;9.31805
03.04.1997;5.3339;4.9269;472.9;106.79;11.192;9.68;5.5458;4.7287;88.97;6.823;9.46371
04.04.1997;5.274;4.8787;472.96;106.45;11.13;9.64;5.4841;4.704;89.34;6.7855;9.38692
07.04.1997;5.3183;4.9205;472.16;106.29;11.162;9.65;5.5004;4.7275;89.61;6.853;9.41801
08.04.1997;5.4261;5.035;474.77;106.98;11.358;9.77;5.5457;4.8054;90.96;6.982;9.55794
09.04.1997;5.4277;4.9991;471.48;106.13;11.286;9.71;5.4885;4.8153;90.43;6.943;9.5017
10.04.1997;5.4298;5.0009;473.9;106.46;11.303;9.75;5.52;4.8142;90.58;6.9635;9.53498
11.04.1997;5.4793;4.9916;473.3;106.21;11.29;9.73;5.5197;4.8365;90.25;6.9565;9.51343
14.04.1997;5.4247;4.9766;475.19;106.06;11.298;9.73;5.4952;4.8129;91.05;6.9525;9.50108
15.04.1997;5.3936;4.9694;473.82;105.6;11.284;9.71;5.5162;4.7854;90.57;6.951;9.48874
16.04.1997;5.4417;5.0299;478.91;106.89;11.43;9.83;5.573;4.8289;91.27;7.0275;9.60631
17.04.1997;5.4428;5.046;480.9;107.39;11.461;9.87;5.6271;4.8494;91.56;7.048;9.63631
18.04.1997;5.5246;5.0866;488.15;108.8;11.624;9.98;5.6477;4.9213;92.37;7.1235;9.7567
21.04.1997;5.4564;5.0252;484.82;108.31;11.476;9.91;5.6051;4.8655;92.09;7.0265;9.65027
22.04.1997;5.4628;5.0456;486.47;108.58;11.515;9.93;5.5947;4.8808;92.36;7.0465;9.66745
23.04.1997;5.4808;5.0486;481.83;107.88;11.49;9.89;5.5907;4.8787;91.87;7.0415;9.64812
24.04.1997;5.4803;5.0756;481.17;107.92;11.476;9.91;5.5895;4.8833;92.2;7.0645;9.66085
25.04.1997;5.495;5.0654;483.74;108.11;11.474;9.92;5.6132;4.896;91.85;7.0675;9.67682
28.04.1997;5.4978;5.0614;480.86;107.34;11.484;9.87;5.5848;4.9136;90.74;7.0725;9.64477
29.04.1997;5.5297;5.0663;481.27;107.56;11.531;9.91;5.596;4.9172;90.62;7.0925;9.67304
30.04.1997;5.5602;5.0882;485.25;108.22;11.588;9.95;5.6021;4.9322;91;7.108;9.70616
01.05.1997;;;;;;;;;;;
02.05.1997;5.5472;5.1141;482.3;108.09;11.347;9.94;5.5908;4.8901;90.75;7.0845;9.70616
05.05.1997;5.5567;5.1495;483.56;108.02;11.513;9.94;5.6119;4.8989;90.15;7.1035;9.68591
06.05.1997;5.5648;5.1762;484.82;108.37;11.565;9.98;5.6728;4.8985;90.47;7.1375;9.75989
07.05.1997;5.5196;5.1683;486.43;108.42;11.639;9.99;5.6668;4.8723;91.52;7.1175;9.77453
08.05.1997;;;;;;;;;;;
09.05.1997;5.5008;5.1078;489.65;108.88;11.506;9.99;5.7452;4.8567;92.06;7.07;9.74932
12.05.1997;5.4434;5.0232;491.84;109.07;11.327;9.96;5.8759;4.8594;91.78;6.9935;9.69474
13.05.1997;5.5618;5.1257;495.58;109.77;11.517;10.08;5.969;4.9556;92.44;7.1145;9.85586
14.05.1997;5.4706;5.0723;486.88;108.42;11.493;9.98;5.9136;4.8932;91.28;7.033;9.74647
15.05.1997;5.4376;5.0426;488.57;108.66;11.518;10;6.0369;4.8825;92.36;7.0095;9.79283
16.05.1997;5.4876;5.1576;493.62;109.23;11.614;10.07;6.065;4.9213;92.99;7.0785;9.86347
19.05.1997;;;;;;;;;;;
20.05.1997;5.3998;5.0831;495.85;108.5;11.513;10.02;6.1971;4.843;92.33;6.986;9.77558
21.05.1997;5.4564;5.1497;504.67;109.42;11.634;10.06;6.1837;4.8834;93.86;7.0265;9.85221
22.05.1997;5.5116;5.132;496.4;108.92;11.591;10.05;6.0712;4.8851;92.87;7.0395;9.82292
23.05.1997;5.4167;5.1183;500.14;109.32;11.464;10.06;6.0811;4.8745;92.8;7.0425;9.82182
26.05.1997;5.3955;5.1202;502.03;109.59;11.543;10.08;6.0734;4.8724;92.6;7.0415;9.82986
27.05.1997;5.3959;5.123;501.03;109.26;11.542;10.07;6.0794;4.8722;92.29;7.0485;9.80947
28.05.1997;5.4149;5.1182;496.66;108.95;11.541;10.05;6.0976;4.8797;92.23;7.0695;9.83827
29.05.1997;5.42;5.1303;498.87;109.1;11.577;10.07;6.0771;4.886;91.95;7.078;9.84394
30.05.1997;5.3986;5.1293;501.52;109.38;11.613;10.1;6.0897;4.8787;91.76;7.089;9.8664
02.06.1997;5.3987;5.1758;501.69;109.1;11.656;10.11;6.1207;4.8975;91.96;7.119;9.86943
03.06.1997;5.4212;5.1855;499.58;108.53;11.644;10.1;6.1486;4.9146;91.63;7.1355;9.90136
04.06.1997;5.4401;5.1949;495.53;108.42;11.687;10.11;6.1379;4.9246;92.02;7.15;9.89367
05.06.1997;5.412;5.1908;495.53;108.81;11.66;10.12;6.165;4.9021;92.26;7.1465;9.90691
06.06.1997;5.4468;5.2028;493.09;108.7;11.703;10.14;6.1924;4.9268;92.41;7.172;9.92053
09.06.1997;5.4288;5.1503;493.84;108.76;11.655;10.14;6.3415;4.9277;91.74;7.138;9.95351
10.06.1997;5.4194;5.1307;493.31;109.11;11.625;10.14;6.2981;4.9122;91.44;7.1125;9.93467
11.06.1997;5.4311;5.1483;497.7;109.57;11.723;10.2;6.4368;4.9362;92.14;7.141;9.98248
12.06.1997;5.3973;5.1714;496.64;109.3;11.703;10.18;6.287;4.9422;92.26;7.1735;9.97396
13.06.1997;5.4311;5.2171;499.93;109.64;11.763;10.22;6.3129;4.9809;92.68;7.215;10.0129
16.06.1997;5.4631;5.2667;503.36;110.02;11.886;10.27;6.3728;5.0093;93.57;7.272;10.0986
17.06.1997;5.449;5.2539;503.08;110.26;11.901;10.3;6.4235;5.0189;93.58;7.2785;10.1117
18.06.1997;5.4185;5.1966;499.51;109.71;11.798;10.23;6.3494;4.9708;93.7;7.204;10.0282
19.06.1997;5.4203;5.2013;500;109.76;11.866;10.26;6.3862;4.9807;93.43;7.242;10.0773
20.06.1997;5.4443;5.2233;504.17;110.35;11.931;10.29;6.3287;4.9696;93.92;7.247;10.091
23.06.1997;5.4406;5.2085;502.92;110.09;11.981;10.29;6.283;4.948;94.12;7.2455;10.0702
24.06.1997;5.4515;5.2201;505.41;110.48;12.082;10.33;6.3313;4.9632;94.13;7.2455;10.091
25.06.1997;5.4326;5.196;502.82;110.52;12.05;10.33;6.3598;4.9612;93.88;7.2305;10.0839
26.06.1997;5.4582;5.2086;505.5;110.64;12.099;10.32;6.3877;4.9917;94.66;7.266;10.1294
27.06.1997;5.4366;5.2621;505.11;110.39;12.094;10.35;6.3596;4.9492;94.44;7.2595;10.1046
30.06.1997;5.438;5.2869;502;110.24;12.129;10.36;6.3785;4.9396;94.55;7.2925;10.123
01.07.1997;5.5103;5.308;500.38;110.28;12.21;10.38;6.3664;4.9797;94.68;7.329;10.1654
02.07.1997;5.5168;5.2951;498.91;109.98;12.125;10.35;6.3757;4.9643;94.29;7.3085;10.1416
03.07.1997;5.5258;5.3301;499.05;109.92;12.293;10.39;6.4145;4.9508;94.4;7.335;10.1802
04.07.1997;5.4772;5.3009;497.74;109.39;12.298;10.35;6.4284;4.9331;94.46;7.284;10.132
07.07.1997;5.4246;5.2851;498.76;109.59;12.304;10.37;6.4903;4.9187;94.57;7.2789;10.1563
08.07.1997;5.4376;5.3157;500.92;109.55;12.325;10.39;6.4712;4.9335;94.29;7.317;10.1925
09.07.1997;5.4628;5.3463;501.54;109.6;12.391;10.42;6.5072;4.9436;94.73;7.344;10.2116
10.07.1997;5.4622;5.3566;503.01;109.43;12.392;10.43;6.5212;4.9402;94.99;7.352;10.2321
11.07.1997;5.4643;5.3453;505.75;109.86;12.405;10.44;6.4474;4.9232;95.17;7.341;10.194
14.07.1997;5.4701;5.4099;505.46;109.41;12.517;10.45;6.5282;4.9434;95.51;7.4075;10.23
15.07.1997;5.4913;5.4503;508.31;109.63;12.562;10.45;6.528;4.9632;95.72;7.4595;10.2883
16.07.1997;5.4785;5.4467;506.61;109.44;12.529;10.49;6.4655;4.9254;95.35;7.469;10.2771
17.07.1997;5.4998;5.4389;503.71;108.9;12.498;10.47;6.4287;4.9321;95.47;7.47;10.2588
18.07.1997;5.4786;5.3854;500.37;108.54;12.4;10.43;6.4156;4.8299;95.17;7.413;10.1878
21.07.1997;5.4938;5.3942;501.63;108.5;12.425;10.43;6.4092;4.842;95.3;7.4065;10.1857
22.07.1997;5.5086;5.4056;501.86;108.23;12.457;10.45;6.3924;4.8264;95.51;7.4395;10.1996
23.07.1997;5.5157;5.4306;504.31;107.93;12.558;10.48;6.4814;4.8574;95.65;7.4815;10.2491
24.07.1997;5.5128;5.4344;505.39;108.05;12.549;10.5;6.4765;4.8908;95.76;7.503;10.2691
25.07.1997;5.6097;5.4845;500.56;108.39;12.595;10.54;6.5088;4.9516;95.8;7.573;10.3372
28.07.1997;5.5766;5.4802;499.37;108.15;12.585;10.54;6.4767;4.8931;96.02;7.5939;10.3242
29.07.1997;5.609;5.5043;501.78;108.62;12.436;10.56;6.4636;4.916;95.84;7.607;10.3408
30.07.1997;5.6798;5.4917;499.91;108.66;12.399;10.55;6.4088;4.9519;95.59;7.606;10.3007
31.07.1997;5.6619;5.5122;503.38;108.87;12.483;10.57;6.4615;4.921;95.72;7.6065;10.3343
01.08.1997;5.683;5.5488;503.33;108.64;12.536;10.58;6.4331;4.9244;95.61;7.6425;10.3545
04.08.1997;5.6998;5.5803;503.66;108.48;12.551;10.6;6.5137;4.9632;96.03;7.705;10.3938
05.08.1997;5.6945;5.5893;504.15;108.27;12.567;10.59;6.4939;4.9818;95.64;7.7135;10.3962
06.08.1997;5.6954;5.6062;505.12;108.01;12.497;10.58;6.4963;4.974;95.95;7.741;10.3832
07.08.1997;5.6994;5.5879;504.82;107.88;12.412;10.56;6.5288;4.9481;95.75;7.749;10.4195
08.08.1997;5.6237;5.5427;502.32;107.89;12.239;10.52;6.4882;4.8931;95.59;7.6905;10.3566
11.08.1997;5.6068;5.4699;502.78;107.96;12.074;10.49;6.6013;4.8913;95.99;7.604;10.2976
12.08.1997;5.6709;5.499;503.08;108.09;12.106;10.52;6.6163;4.8981;95.75;7.667;10.3643
13.08.1997;5.6852;5.4696;500.89;108.05;12.086;10.49;6.5593;4.892;95.36;7.6265;10.3155
14.08.1997;5.6758;5.4889;503.46;108.77;12.084;10.51;6.562;4.9037;95.26;7.6375;10.3605
15.08.1997;5.6713;5.488;502.2;108.72;12.153;10.49;6.4517;4.8863;95;7.633;10.3186
18.08.1997;5.613;5.4474;503.16;109.43;12.133;10.49;6.4342;4.877;95.15;7.5525;10.271
19.08.1997;5.6242;5.5018;504.12;109.32;12.289;10.54;6.4688;4.8962;94.83;7.639;10.3524
20.08.1997;5.7158;5.5183;506.62;109.4;12.311;10.57;6.5106;4.9217;95.41;7.6955;10.4007
21.08.1997;5.7458;5.5283;506.15;109.12;12.272;10.54;6.5352;4.922;95.62;7.6985;10.3949
22.08.1997;5.7205;5.4814;505.23;109.3;12.125;10.52;6.5194;4.909;95.59;7.6375;10.3852
25.08.1997;5.6744;5.454;505.47;109.35;12.181;10.47;6.4071;4.9099;95.25;7.5835;10.2932
26.08.1997;5.6698;5.455;505.09;109.14;12.182;10.47;6.3926;4.8908;95.1;7.5855;10.3484
27.08.1997;5.5969;5.3705;503.19;109.23;12.036;10.42;6.3029;4.8411;95.2;7.491;10.1924
28.08.1997;5.5608;5.4066;500.47;108.5;12.075;10.4;6.3313;4.8379;94.79;7.507;10.2072
29.08.1997;5.4312;5.3244;499.6;108.5;11.988;10.33;6.2196;4.7443;94.82;7.402;10.0932
01.09.1997;5.4791;5.3985;501.5;108.47;12.069;10.37;6.2068;4.7547;94.88;7.499;10.1574
02.09.1997;5.4714;5.4321;503.24;108.51;12.056;10.38;6.1906;4.7586;95.35;7.5265;10.1711
03.09.1997;5.5253;5.4826;503.22;108.46;12.046;10.42;6.2519;4.8198;95.66;7.586;10.2431
04.09.1997;5.4696;5.407;500.7;108.65;11.866;10.36;6.1969;4.7649;95.41;7.489;10.123
05.09.1997;5.4593;5.3872;498.53;108.08;11.827;10.32;6.1602;4.7392;95.18;7.4545;10.076
08.09.1997;5.3958;5.3486;501.42;107.91;11.75;10.29;6.1169;4.7025;95.28;7.391;10.007
09.09.1997;5.4129;5.369;501.96;108.04;11.764;10.33;6.2516;4.7254;95.75;7.42;10.066
10.09.1997;5.4205;5.3848;501.04;108.07;11.837;10.36;6.2441;4.7354;95.68;7.4555;10.1164
11.09.1997;5.3124;5.3087;498.78;107.9;11.684;10.29;6.1919;4.665;94.66;7.3645;10.0184
12.09.1997;5.2944;5.2721;497.53;108.06;11.736;10.26;6.0872;4.6544;94.48;7.3385;9.98689
15.09.1997;5.2808;5.2451;498.19;108.04;11.705;10.26;6.0555;4.6512;95.37;7.3035;9.9795
16.09.1997;5.2473;5.2636;504.86;108.95;11.682;10.3;6.0629;4.6343;95.84;7.324;9.98408
17.09.1997;5.2434;5.2481;501.52;107.97;11.581;10.24;6.0381;4.6222;95.55;7.282;9.9266
18.09.1997;5.1398;5.1705;491.91;106.55;11.47;10.11;5.9233;4.5289;94.72;7.179;9.79395
19.09.1997;5.1987;5.2007;493.66;106.71;11.63;10.16;5.9459;4.5851;95.12;7.236;10.0116
22.09.1997;5.1901;5.1949;493.06;106.67;11.595;10.1;5.8859;4.5847;94.8;7.216;9.78562
23.09.1997;5.2114;5.2119;493.35;106.39;11.644;10.09;5.9479;4.595;94.77;7.238;9.82204
24.09.1997;5.1811;5.1735;491.49;106;11.614;9.97;5.9893;4.5913;95.22;7.1925;9.81172
25.09.1997;5.2008;5.1709;490.94;106.21;11.58;10.01;5.9358;4.6044;95.21;7.177;9.78885
26.09.1997;5.1065;5.101;489.42;106.07;11.37;9.92;5.8438;4.5277;94.39;7.0575;9.65868
29.09.1997;5.1135;5.1308;491.06;106.52;11.47;9.99;5.8785;4.5376;93.72;7.1095;9.71392
30.09.1997;5.112;5.1391;487.55;105.46;11.441;9.94;5.8497;4.5383;93.62;7.105;9.69982
01.10.1997;5.1322;5.1095;488.34;105.47;11.429;9.93;5.8551;4.5247;93.62;7.056;9.64513
02.10.1997;5.1828;5.1672;488.71;105.55;11.494;9.97;5.8941;4.5769;93.9;7.123;9.7261
03.10.1997;5.1925;5.1876;488.08;105.24;11.485;9.96;5.8438;4.5627;93.3;7.1265;9.69354
06.10.1997;5.1087;5.1263;485.13;105.02;11.369;9.9;5.7699;4.469;93.46;7.0295;9.60567
07.10.1997;5.0859;5.1263;486.34;105.24;11.379;9.89;5.7723;4.4867;93.57;7.033;9.62199
08.10.1997;5.124;5.1548;487.99;105.59;11.46;9.93;5.7852;4.5138;93.54;7.07;9.66886
09.10.1997;5.2136;5.1432;489.03;105.99;11.464;9.93;5.8263;4.5693;93.53;7.065;9.67432
10.10.1997;5.1617;5.1055;483.17;105.74;11.393;9.88;5.8367;4.5266;92.86;7.0175;9.6459
13.10.1997;5.1835;5.0927;479.41;104.94;11.38;9.84;5.8163;4.5385;92.64;7.0185;9.61127
14.10.1997;5.1534;5.0738;478.86;104.94;11.335;9.83;5.7686;4.5301;92.84;6.999;9.58674
15.10.1997;5.1851;5.107;482.23;105.78;11.43;9.91;5.808;4.5466;93.14;7.055;9.65561
16.10.1997;5.1955;5.0846;483.47;105.96;11.433;9.89;5.8542;4.5477;93.08;7.049;9.67475
17.10.1997;5.1698;5.0803;481.37;105.18;11.366;9.83;5.8447;4.5306;92.68;7.04;9.64339
20.10.1997;5.1837;5.1239;481.55;105.13;11.582;9.86;5.8488;4.5532;93.15;7.1005;9.6897
21.10.1997;5.2113;5.1639;485.01;105.82;11.718;9.93;5.9162;4.5745;93.59;7.1515;9.77739
22.10.1997;5.142;5.1925;485.65;106.09;11.787;9.94;5.9861;4.5298;93.82;7.224;9.84725
23.10.1997;5.1123;5.199;487.63;106.25;11.798;9.93;5.9548;4.5118;94.18;7.2315;9.86695
24.10.1997;5.0284;5.135;485.15;105.65;11.629;9.87;5.8651;4.4491;93.94;7.139;9.7356
27.10.1997;4.9231;5.1111;487.61;105.66;11.675;9.88;5.8422;4.4061;93.76;7.121;9.7463
28.10.1997;4.8587;4.954;500.79;106.68;11.737;9.9;5.802;4.3337;93.81;6.996;9.66385
29.10.1997;4.9695;5.0187;494.66;106.37;11.737;9.84;5.8523;4.4097;93.61;7.0415;9.706
30.10.1997;4.9119;5.0071;500.96;107.08;11.767;9.91;5.831;4.3749;93.69;7.0285;9.72611
31.10.1997;4.9312;4.9884;498.76;106.88;11.732;9.87;5.8386;4.3772;93.43;7.0175;9.70955
03.11.1997;5.0026;5.0023;498.48;106.53;11.757;9.87;5.8484;4.3961;93.37;7.031;9.69673
04.11.1997;4.9825;4.9973;500.43;106.94;11.781;9.88;5.7827;4.4324;93.38;7.026;9.71225
05.11.1997;4.9445;5.0356;500.43;107.3;11.851;9.91;5.7617;4.3992;93.57;7.046;9.71094
06.11.1997;4.9181;5.0323;500.18;107.37;11.803;9.9;5.732;4.4001;93.59;7.0475;9.7116
07.11.1997;4.8947;4.9781;500.18;107.24;11.819;9.87;5.6529;4.3731;93.72;6.9875;9.67245
10.11.1997;4.8435;4.9352;498.24;106.59;11.72;9.82;5.6093;4.3489;92.89;6.9555;9.59303
11.11.1997;4.8594;4.9433;501.08;107.36;11.873;9.85;5.5682;4.379;93.32;6.9525;9.60669
12.11.1997;4.8434;4.9533;502.92;107.36;11.96;9.87;5.5436;4.3611;93.32;6.9805;9.63281
13.11.1997;4.8998;5.0002;502.14;107.35;11.985;9.91;5.625;4.4068;93.69;7.0425;9.70231
14.11.1997;4.9338;5.0183;502.84;107.19;11.967;9.92;5.6191;4.429;93.8;7.07;9.70266
17.11.1997;4.9462;5.0069;500.6;107.02;11.925;9.92;5.6636;4.4508;93.68;7.071;9.70297
18.11.1997;4.902;4.9712;500.39;107.05;11.923;9.91;5.6089;4.416;93.48;7.0375;9.67347
19.11.1997;4.8706;4.9726;502.39;106.98;11.92;9.89;5.5334;4.386;92.77;7.0385;9.6457
20.11.1997;4.8466;4.9723;500.64;106.72;11.918;9.94;5.5687;4.3741;93.1;7.0465;9.67491
21.11.1997;4.926;4.9812;500.42;106.74;11.946;9.96;5.6232;4.4193;93.26;7.076;9.6927
24.11.1997;4.8902;4.9744;502.03;106.74;11.947;9.96;5.5592;4.3964;93.46;7.0535;9.6739
25.11.1997;4.8701;4.9749;502.66;106.72;11.934;9.96;5.5334;4.389;93.12;7.075;9.68164
26.11.1997;4.8825;5.0239;504.34;107.03;11.958;10.02;5.6104;4.4076;93.04;7.1465;9.7464
27.11.1997;4.9062;5.0531;507;107.29;12.036;10.09;5.6703;4.442;93.17;7.207;9.81334
28.11.1997;4.9102;5.0519;504.52;107.22;12.057;10.09;5.6403;4.4287;92.82;7.197;9.8153
01.12.1997;4.8963;5.0716;504.4;107.13;12.166;10.13;5.6159;4.4107;92.73;7.2265;9.81149
02.12.1997;4.9031;5.0937;506.15;107.16;12.223;10.12;5.6296;4.4027;92.97;7.243;9.85005
03.12.1997;4.8318;5.055;500.63;106.21;12.066;10.03;5.5762;4.3305;92.48;7.1715;9.7432
04.12.1997;4.808;5.0477;500.7;106.24;12.061;10.01;5.5451;4.3084;92.15;7.167;9.72727
05.12.1997;4.8333;5.0494;501.26;106.34;11.928;10.01;5.5557;4.3291;92.26;7.178;9.7315
08.12.1997;4.8432;5.0757;498.83;106.21;11.961;10.02;5.5363;4.324;92.17;7.2205;9.74045
09.12.1997;4.8302;5.0884;496.97;106.13;11.914;10.02;5.544;4.3013;92.5;7.226;9.74975
10.12.1997;4.8503;5.1093;498.49;106.45;11.987;10.11;5.6137;4.3539;92.93;7.268;9.83266
11.12.1997;4.8265;5.0823;504.25;106.88;12.002;10.11;5.6015;4.3384;92.9;7.241;9.80388
12.12.1997;4.7813;5.0517;504.73;107.21;11.983;10.12;5.5598;4.2867;93.01;7.21;9.78087
15.12.1997;4.787;5.1278;507.67;107.8;12;10.22;5.5488;4.316;93.62;7.285;9.82113
16.12.1997;4.7158;5.1152;507.01;107.48;11.874;10.08;5.5545;4.1911;93.8;7.268;9.79087
17.12.1997;4.7637;5.0962;505.26;107.58;11.894;10.12;5.7098;4.2499;93.75;7.248;9.86562
18.12.1997;4.7772;5.0894;503.55;106.99;11.965;10.09;5.6792;4.2541;93.44;7.241;9.81952
19.12.1997;4.7188;5.0765;504.18;107.19;12.037;10.08;5.636;4.1938;93.33;7.2325;9.82644
22.12.1997;4.7533;5.0844;506.89;107.38;12.123;10.14;5.5771;4.2127;93.52;7.2865;9.84989
23.12.1997;4.7673;5.0882;506.77;107.51;12.111;10.16;5.5986;4.2366;93.6;7.295;9.87488
24.12.1997;4.7769;5.0641;507.88;107.7;12.144;10.15;5.6079;4.2438;93.79;7.283;9.87152
25.12.1997;;;;;;;;;;;
26.12.1997;;;;;;;;;;;
29.12.1997;4.8003;5.0811;508.5;107.78;12.239;10.17;5.607;4.2593;93.81;7.297;9.88853
30.12.1997;4.8099;5.1036;505.78;107.69;12.247;10.22;5.6574;4.2845;93.3;7.349;9.92563
