ds;AUD;CAD;CHF;DKK;GBP;ISK;JPY;NZD;SEK;USD;XDR
10.12.1980;6.1025;4.3585;288.85;85.3;12.21;1.86;2.494;4.9827;117.6;5.2225;6.5839
11.12.1980;6.1137;4.38;287.5;85.1;12.28;1.86;2.502;4.9949;117.65;5.2535;6.57996
12.12.1980;6.1152;4.3675;287.45;85.05;12.16;1.86;2.503;4.9582;117.3;5.253;6.58464
15.12.1980;6.0413;4.3115;289.85;86;12.105;1.85;2.497;4.9152;117.55;5.181;6.56821
16.12.1980;6.0551;4.301;285.75;84.55;12.08;1.85;2.479;4.9477;116.7;5.1995;6.5312
17.12.1980;6.0646;4.309;285.6;84.45;12.075;1.85;2.485;4.9316;116.5;5.204;6.54372
18.12.1980;6.0751;4.317;287.85;85.2;12.1;1.85;2.486;4.9459;117.2;5.21;6.56793
19.12.1980;6.0748;4.341;287.15;85.3;12.12;1.85;2.49;4.9229;117.4;5.2;6.5584
22.12.1980;6.0616;4.3515;287.95;85.6;12.175;1.84;2.494;4.9199;117.4;5.179;6.56806
23.12.1980;6.0636;4.343;292.9;85.9;12.245;1.84;2.488;4.9254;117.95;5.165;6.59173
24.12.1980;6.0768;4.3455;292.4;86.85;12.3;1.83;2.499;4.9465;118.6;5.172;6.59792
25.12.1980;;;;;;;;4.9465;;;
26.12.1980;;;;;;;;4.9465;;;
29.12.1980;6.0898;4.3565;292.75;86.35;12.305;1.84;2.501;4.9635;118.25;5.18;6.58767
30.12.1980;6.1016;4.3565;293.9;86.35;12.27;1.83;2.543;4.9608;118.15;5.165;6.59235
31.12.1980;6.1186;4.352;293.15;86.2;12.375;1.81;2.556;4.9819;118.35;5.18;6.60662
01.01.1981;;;;;;;;4.9819;;;
02.01.1981;6.1343;4.3575;292.8;85.95;12.38;83.3;2.57;4.9968;118.3;5.197;6.60923
05.01.1981;6.1188;4.333;291.7;85.9;12.365;82.85;2.585;4.9678;117.85;5.16;6.5999
06.01.1981;6.0901;4.314;292.65;86.1;12.455;82.25;2.571;4.9521;118.4;5.126;6.59347
07.01.1981;6.0807;4.305;291.75;85.7;12.38;82.1;2.559;4.9489;117.8;5.1145;6.56559
08.01.1981;6.1024;4.3235;289.65;85.25;12.365;82.5;2.56;4.9678;117.6;5.1425;6.56821
09.01.1981;6.0946;4.334;289.25;84.85;12.34;82.5;2.543;4.9527;117.3;5.142;6.5577
12.01.1981;6.0818;4.3425;288.25;85;12.395;82.55;2.544;4.9589;117.4;5.1495;6.55655
13.01.1981;6.1268;4.362;286.5;84.4;12.4;83.25;2.54;4.9839;116.9;5.1925;6.57261
14.01.1981;6.1243;4.3665;287.05;84.55;12.415;83.05;2.551;4.976;117.1;5.183;6.57583
15.01.1981;6.1428;4.3605;286.75;84.45;12.475;83.25;2.565;5.004;117.15;5.195;6.58601
16.01.1981;6.1885;4.403;286.9;84.5;12.565;84.1;2.588;5.026;117.5;5.2485;6.6392
19.01.1981;6.157;4.381;286.8;84.75;12.605;83.55;2.588;5.027;117.4;5.2125;6.61956
20.01.1981;6.1916;4.3975;287.6;84.95;12.63;83.9;2.599;5.0548;118.15;5.235;6.64259
21.01.1981;6.1914;4.3935;288.35;85.15;12.665;83.65;2.622;5.0397;118.05;5.2175;6.65539
22.01.1981;6.2071;4.4055;287.95;84.9;12.695;84.1;2.62;5.056;118;5.2475;6.65992
23.01.1981;6.2193;4.4205;287.2;84.6;12.68;84.4;2.612;5.0578;117.75;5.2665;6.65665
26.01.1981;6.2515;4.4585;287.4;84.5;12.78;85.05;2.616;5.1133;118;5.305;6.68133
27.01.1981;6.3175;4.5055;288.25;84.6;12.94;85.9;2.645;5.1575;118.55;5.3585;6.74346
28.01.1981;6.333;4.5235;287;84.45;12.98;86.4;2.658;5.176;118.5;5.39;6.75426
29.01.1981;6.3279;4.493;284.75;83.8;12.965;86.4;2.645;5.1552;118.7;5.392;6.74383
30.01.1981;6.3524;4.546;284.05;83.7;12.98;87.15;2.639;5.1702;118.9;5.437;6.76461
02.02.1981;6.3264;4.5395;282.5;83.55;12.825;86.8;2.667;5.1341;119;5.416;6.74563
03.02.1981;6.3489;4.5645;279.9;82.25;12.75;87.45;2.661;5.1553;118.75;5.455;6.73638
04.02.1981;6.3221;4.531;280.8;82.6;12.715;86.8;2.656;5.0823;118.4;5.4155;6.71706
05.02.1981;6.262;4.4935;278.35;82.15;12.58;86;2.656;5.0999;117.55;5.364;6.67308
06.02.1981;6.3126;4.5195;278.05;82.05;12.655;86.85;2.66;5.1151;117.65;5.4175;6.70898
09.02.1981;6.2748;4.506;278.25;82.15;12.6;86.3;2.643;5.0765;117.45;5.385;6.67105
10.02.1981;6.2849;4.5065;278.75;82.3;12.625;86.45;2.652;5.113;117.8;5.395;6.68084
11.02.1981;6.3179;4.5285;278.25;82.3;12.675;83.8;2.665;5.1179;118;5.422;6.70284
12.02.1981;6.3666;4.566;275.8;82.25;12.75;84.5;2.678;5.1344;118.6;5.4785;6.74447
13.02.1981;6.333;4.562;272.8;81.25;12.575;84;2.662;5.1274;117.75;5.473;6.70098
16.02.1981;6.3919;4.6075;269.55;80.45;12.485;84.6;2.659;5.1324;117.45;5.545;6.70878
17.02.1981;6.3207;4.544;272.55;80.9;12.385;82.45;2.648;5.0666;116.9;5.4775;6.69427
18.02.1981;6.2777;4.4965;273.8;81.05;12.265;82.3;2.626;5.045;116.65;5.412;6.63717
19.02.1981;6.2601;4.4975;276.9;81.35;12.29;82.55;2.626;5.0163;116.7;5.4025;6.62401
20.02.1981;6.2047;4.434;280.8;81.85;12.275;81.1;2.588;4.9464;117.15;5.3075;6.58119
23.02.1981;6.191;4.448;279.85;81.7;12.05;82.4;2.561;4.9473;116.55;5.3125;6.55132
24.02.1981;6.2587;4.4995;282.25;82.4;12.1;83.2;2.601;5.0062;117.3;5.39;6.64894
25.02.1981;6.2609;4.511;282.35;82.1;12.03;82.9;2.599;4.9834;117.2;5.3925;6.64065
26.02.1981;6.2872;4.517;280.65;82.05;12.06;83.3;2.616;4.999;117.15;5.424;6.65867
27.02.1981;6.2951;4.544;277.8;81.9;12.045;83.35;2.613;5.0313;117.65;5.456;6.67422
02.03.1981;6.336;4.5775;277.05;81.95;11.995;83.75;2.61;5;117.9;5.506;6.69408
03.03.1981;6.3141;4.547;274.75;80.6;11.955;82.8;2.611;5.0302;116.9;5.48;6.65086
04.03.1981;6.2655;4.511;281.3;81.4;11.99;81.75;2.612;4.9645;117.15;5.414;6.63805
05.03.1981;6.2556;4.5045;278.9;81.05;11.925;82.6;2.601;4.9886;116.95;5.413;6.61896
06.03.1981;6.3261;4.557;278.7;81.1;12;83.25;2.622;4.9937;117.3;5.474;6.67001
09.03.1981;6.3;4.533;278.6;81.15;11.89;82.25;2.62;4.9751;116.6;5.435;6.63961
10.03.1981;6.2729;4.513;279.65;81.4;11.93;81.95;2.613;4.9648;116.85;5.401;6.63335
11.03.1981;6.2587;4.5015;280.5;81.4;12;82.45;2.596;4.9751;116.95;5.39;6.61897
12.03.1981;6.2667;4.5005;279.2;81.25;11.96;82.6;2.603;4.973;116.95;5.395;6.62225
13.03.1981;6.2722;4.517;279.15;81.2;11.995;82.25;2.599;4.9554;116.9;5.396;6.62219
16.03.1981;6.2835;4.518;280.65;81.4;11.985;82.3;2.594;4.9711;116.85;5.39;6.63644
17.03.1981;6.2497;4.5215;283.35;81.85;12.065;82.15;2.588;4.9578;117.25;5.3585;6.62257
18.03.1981;6.2085;4.498;283.4;81.8;12.06;81.8;2.564;4.9035;117.15;5.3095;6.58659
19.03.1981;6.201;4.47;284.4;82.2;12.01;81.85;2.544;4.9156;117.15;5.287;6.57026
20.03.1981;6.2686;4.5085;283.65;82.05;12.115;82.95;2.559;4.9346;117.45;5.3415;6.61021
23.03.1981;6.2932;4.5515;282.35;81.8;12.07;83.05;2.575;4.9763;117.25;5.375;6.62829
24.03.1981;6.3041;4.547;283.3;82;12.16;82.85;2.579;4.9724;117.65;5.385;6.64094
25.03.1981;6.2823;4.5445;282.85;81.9;12.18;82.6;2.572;4.9632;117.6;5.3745;6.63337
26.03.1981;6.2904;4.561;282.5;81.85;12.185;82.95;2.562;4.9724;117.6;5.389;6.63197
27.03.1981;6.324;4.5875;281;81.35;12.205;83.6;2.577;4.9979;117.35;5.445;6.65782
30.03.1981;6.2866;4.558;280.05;81.1;12.115;82.5;2.561;4.9395;117.05;5.4115;6.62449
31.03.1981;6.2726;4.5315;280.35;81.2;12.06;82;2.545;4.9346;117;5.3725;6.60022
01.04.1981;6.2605;4.541;280.8;81.5;12.05;82.35;2.539;4.9284;117.25;5.374;6.60239
02.04.1981;6.2483;4.541;280.95;81.4;12.03;82.4;2.528;4.9282;117.2;5.3735;6.59737
03.04.1981;6.2897;4.5875;280.25;81.05;12.015;83.15;2.544;4.9199;117.2;5.428;6.62162
06.04.1981;6.2705;4.5785;277.35;80.3;11.84;82.5;2.532;4.8961;116.35;5.4265;6.58381
07.04.1981;6.2644;4.5695;278.15;80.5;11.84;82;2.548;4.9185;116.45;5.43;6.59593
08.04.1981;6.281;4.5815;279.95;81.1;11.94;81.85;2.543;4.9361;116.65;5.418;6.61267
09.04.1981;6.2938;4.5935;279.75;80.95;11.96;82.9;2.549;4.937;116.95;5.446;6.62375
10.04.1981;6.2963;4.609;278.85;80.85;11.95;82.6;2.546;4.9348;117;5.4545;6.62405
13.04.1981;6.3268;4.6205;277;80.6;11.87;83.15;2.539;4.9646;116.65;5.5005;6.63228
14.04.1981;6.3292;4.6145;278.8;80.7;11.955;82.45;2.552;4.9275;117.05;5.495;6.64433
15.04.1981;6.2953;4.5785;275.8;79.95;11.88;82.05;2.531;4.926;116.2;5.47;6.60169
16.04.1981;;;;;;;;4.9415;;;
17.04.1981;;;;;;;;4.9415;;;
20.04.1981;;;;;;;;4.9415;;;
21.04.1981;6.3054;4.5935;275.7;79.9;11.84;82.4;2.519;4.9355;116.15;5.487;6.60311
22.04.1981;6.3153;4.5975;276.9;80.15;11.915;82.25;2.523;4.932;116.25;5.4855;6.61447
23.04.1981;6.3295;4.5905;277.3;80.25;11.975;82.2;2.543;4.941;116.35;5.4845;6.62774
24.04.1981;6.3225;4.5965;276.35;80;11.91;82.5;2.546;4.949;116.15;5.486;6.6176
27.04.1981;6.3606;4.6175;277.7;80.4;11.95;82.7;2.601;4.9791;116.65;5.507;6.66
28.04.1981;6.3757;4.6295;277.7;80.3;11.92;82.95;2.597;4.9645;116.95;5.5265;6.66474
29.04.1981;6.3719;4.631;275.1;79.7;11.855;82.85;2.582;4.9801;116.55;5.534;6.64622
30.04.1981;6.3886;4.6405;274.9;79.55;11.885;82.75;2.584;4.9748;116.75;5.553;6.65571
01.05.1981;;;;;;;;4.9811;;;
04.05.1981;6.4341;4.672;274.35;79.4;11.88;83.55;2.577;4.9811;116.75;5.608;6.67459
05.05.1981;6.4255;4.6775;272.05;78.7;11.89;83.2;2.582;5.0074;115.3;5.6255;6.66881
06.05.1981;6.4064;4.6755;272.15;78.7;11.865;82.35;2.581;4.9601;115.45;5.603;6.66051
07.05.1981;6.3913;4.661;271.05;78.45;11.835;82.45;2.579;4.981;115.35;5.5975;6.64602
08.05.1981;6.4232;4.6845;271.6;78.65;11.84;82.6;2.576;4.9811;115.75;5.6145;6.67749
11.05.1981;6.4408;4.695;272.25;78.8;11.885;83.05;2.586;5.0042;115.85;5.6325;6.66747
12.05.1981;6.4424;4.6975;273.7;78.55;11.83;83;2.586;4.9853;115.55;5.6455;6.65988
13.05.1981;6.4453;4.7105;273.95;78.8;11.84;82.75;2.576;4.9894;115.8;5.648;6.65967
14.05.1981;6.4599;4.731;273.2;78.45;11.77;83.4;2.554;5;115.85;5.6925;6.67093
15.05.1981;6.4642;4.7365;275.45;78.7;11.81;82.65;2.557;4.9958;115.8;5.684;6.67728
18.05.1981;6.4567;4.727;276.6;78.6;11.84;82.7;2.56;5.0053;115.65;5.669;6.67428
19.05.1981;6.4734;4.7345;277.85;78.75;11.87;83.05;2.578;4.9884;116.05;5.672;6.67929
20.05.1981;6.5003;4.7395;277.85;78.7;11.835;83.15;2.573;4.9905;116.05;5.6865;6.69824
21.05.1981;6.471;4.7155;276.4;78.6;11.835;82.95;2.561;5.0242;115.85;5.666;6.65262
22.05.1981;6.5058;4.7485;276.8;78.65;11.825;83.15;2.569;5.0201;115.95;5.703;6.68186
25.05.1981;6.5195;4.7665;277;78.7;11.87;83.1;2.57;5.0201;116.1;5.715;6.70055
26.05.1981;6.5397;4.785;276.1;78.35;11.905;83.6;2.571;5.0011;115.9;5.7425;6.71258
27.05.1981;6.5292;4.7855;275.9;77.9;11.865;83.45;2.56;5.0191;115.5;5.749;6.71046
28.05.1981;;;;;;;;4.9589;;;
29.05.1981;6.5299;4.77;277.15;78.4;11.88;80;2.562;5.0158;116.1;5.73;6.70496
01.06.1981;6.5457;4.7765;277.55;78.45;11.9;80.1;2.591;5.0127;116.15;5.738;6.72058
02.06.1981;6.5807;4.799;276.8;78;11.83;80.85;2.594;5.0339;115.85;5.793;6.73703
03.06.1981;6.6159;4.8235;278.6;78.2;11.775;80.4;2.599;5.0398;116.15;5.816;6.75842
04.06.1981;6.618;4.8405;276.4;77.85;11.42;80.75;2.597;5.0661;115.75;5.853;6.74763
05.06.1981;6.7575;4.9605;279.6;78.5;11.625;81.9;2.636;5.1109;116.85;6;6.864
08.06.1981;;;;;;;;5.0702;;;
09.06.1981;6.7424;4.97;280.75;78.5;11.61;81.05;2.621;5.0724;116.7;5.992;6.9059
10.06.1981;6.6587;4.8975;282.15;79;11.555;80.3;2.596;5.0478;116.3;5.881;6.79138
11.06.1981;6.7455;4.9385;282.75;79.15;11.615;81.65;2.644;5.0866;117.1;5.959;6.85464
12.06.1981;6.7592;4.9465;283.05;78.95;11.63;81.1;2.652;5.0851;116.85;5.9555;6.85645
15.06.1981;6.7106;4.892;284.7;79.05;11.645;80.1;2.657;5.0508;116.35;5.8785;6.81788
16.06.1981;6.682;4.8475;285.35;79.2;11.655;80.1;2.649;5.075;116.65;5.828;6.79621
17.06.1981;6.7334;4.868;287;79.7;11.725;80.4;2.655;5.0572;117.1;5.854;6.82395
18.06.1981;6.7902;4.908;287.1;79.75;11.76;81.9;2.669;5.0707;117.6;5.917;6.86632
19.06.1981;6.803;4.923;285.45;79.15;11.66;81.8;2.656;5.0881;117.65;5.939;6.85372
22.06.1981;6.7735;4.9095;286.8;79.35;11.71;80.75;2.653;5.1182;117.4;5.9045;6.84107
23.06.1981;6.7855;4.9115;288.85;79.95;11.805;81.05;2.657;5.0994;117.8;5.8925;6.84526
24.06.1981;6.825;4.9475;292.7;79.75;11.805;81.5;2.663;5.0991;117.9;5.9275;6.86304
25.06.1981;6.8205;4.944;292.45;79.8;11.725;81.7;2.649;5.0974;117.95;5.942;6.8598
26.06.1981;6.8888;4.9945;294.05;79.75;11.66;82.25;2.663;5.1415;117.9;6.005;6.90323
29.06.1981;6.863;4.98;295.25;80.15;11.685;81.4;2.659;5.1175;118;5.977;6.89268
30.06.1981;6.9044;5.0055;295.9;80.15;11.695;82.1;2.659;5.1257;118.15;6.0075;6.91223
01.07.1981;6.945;5.0395;294.85;80.15;11.56;82.05;2.661;5.1246;118.6;6.054;6.92971
02.07.1981;6.9838;5.053;292.75;80.2;11.475;82.35;2.674;5.1076;118.4;6.0815;6.94824
03.07.1981;6.9359;5.036;292.35;80.05;11.475;81.65;2.665;5.1275;118.2;6.053;6.9227
06.07.1981;6.9831;5.0775;291.5;79.5;11.525;82.45;2.65;5.1677;118.1;6.099;6.93475
07.07.1981;6.9496;5.05;290.5;79.1;11.62;81.6;2.651;5.1197;117.35;6.067;6.91796
08.07.1981;6.9765;5.07;289.35;79.1;11.54;82.25;2.656;5.1377;117.1;6.094;6.92675
09.07.1981;6.985;5.073;290.5;79.25;11.54;82;2.673;5.1435;117.6;6.114;6.94312
10.07.1981;6.948;5.0415;291.35;79.35;11.515;81.4;2.656;5.1235;117.6;6.0705;6.90465
13.07.1981;6.9432;5.0405;293.9;79.85;11.505;81.5;2.659;5.1221;117.95;6.06;6.91779
14.07.1981;6.9906;5.075;292.15;79.65;11.37;82.65;2.648;5.0905;117.9;6.114;6.93505
15.07.1981;6.9742;5.0655;293.2;80.1;11.445;81.6;2.639;5.0888;118.15;6.092;6.93471
16.07.1981;6.9397;5.0275;291.95;80.1;11.4;81.5;2.627;5.0917;117.65;6.057;6.90807
17.07.1981;6.9572;5.041;291.3;80;11.395;81.95;2.619;5.1102;117.5;6.075;6.91414
20.07.1981;7.0046;5.0745;291.7;79.95;11.47;82.4;2.627;5.1142;117.8;6.122;6.94633
21.07.1981;6.9674;5.0485;290.85;79.8;11.33;82.15;2.608;5.1128;117.4;6.116;6.91316
22.07.1981;7.0114;5.075;291.45;79.8;11.365;82.1;2.616;5.0975;117.4;6.1455;6.95517
23.07.1981;6.9626;5.0225;291.2;80.05;11.4;81.65;2.612;5.0989;117.7;6.102;6.91314
24.07.1981;6.9808;5.029;290.05;79.95;11.345;82;2.608;5.1097;117.75;6.1215;6.92972
27.07.1981;6.9622;5.0125;290.8;80.2;11.435;81.55;2.598;5.1043;117.7;6.094;6.92089
28.07.1981;6.9761;4.995;288.65;79.9;11.38;82.4;2.59;5.0903;117.75;6.125;6.92768
29.07.1981;6.9567;4.99;289.05;79.65;11.365;81.7;2.574;5.0993;117.35;6.108;6.89685
30.07.1981;6.9881;5.028;287.7;79.35;11.375;82.3;2.575;5.1061;117.3;6.1495;6.92446
31.07.1981;6.9706;4.985;287.95;79.3;11.415;81.75;2.566;5.082;117.35;6.139;6.92006
03.08.1981;6.9918;5.0105;284.7;78.95;11.3;81.5;2.539;5.1138;117.4;6.201;6.92255
04.08.1981;6.9958;5.0115;285.1;78.7;11.275;83.05;2.548;5.0829;116.85;6.227;6.94061
05.08.1981;6.9918;4.991;284.85;78.6;11.21;81.7;2.57;5.0792;116.8;6.201;6.92658
06.08.1981;7.0129;5.0245;284.85;78.6;11.205;81.9;2.593;5.0749;116.85;6.2085;6.93452
07.08.1981;7.0462;5.009;283.85;78.15;11.155;81.95;2.635;5.0832;116.3;6.219;6.92548
10.08.1981;7.086;5.043;283.6;77.7;11.105;82.3;2.637;5.1163;116.15;6.2725;6.9387
11.08.1981;7.0969;5.077;285.3;77.7;11.125;81.8;2.653;5.1263;116.2;6.285;6.96868
12.08.1981;7.1195;5.1;288;78.2;11.195;81.65;2.69;5.1078;116.5;6.263;6.98356
13.08.1981;7.0727;5.051;288;78.25;11.215;81.6;2.686;5.1081;116.7;6.219;6.96435
14.08.1981;7.1094;5.073;286.55;78.3;11.225;82.25;2.678;5.1181;116.75;6.252;7.00424
17.08.1981;7.1063;5.086;285.5;78.5;11.255;82.2;2.685;5.1108;116.75;6.24;6.97932
18.08.1981;7.0053;5.034;285;78.85;11.305;80.75;2.671;5.0846;116.6;6.1275;6.93627
19.08.1981;7.0577;5.084;284.95;78.85;11.34;82.15;2.692;5.1062;117;6.16;6.94349
20.08.1981;7.0545;5.078;285;78.85;11.38;81.55;2.678;5.0983;116.8;6.1395;6.93849
21.08.1981;7.0506;5.0645;285.45;79;11.415;81.5;2.681;5.061;116.7;6.122;6.93916
24.08.1981;6.9991;5.0375;284.4;79.1;11.375;81.1;2.673;5.0715;116.4;6.0675;6.89778
25.08.1981;7.0459;5.0815;283.5;78.6;11.27;82.4;2.671;5.0886;116.35;6.149;6.91627
26.08.1981;7.063;5.0795;284.35;78.75;11.3;77.8;2.666;5.0809;116.3;6.1575;6.93766
27.08.1981;7.0186;5.0405;285.4;79.15;11.26;77.35;2.654;5.0754;116.45;6.1195;6.91216
28.08.1981;7.0358;5.08;285.4;79.3;11.26;77.65;2.656;5.0268;116.5;6.124;6.91608
31.08.1981;6.9508;5.0475;285.3;79.65;11.255;76.8;2.645;5.0268;116.35;6.05;6.8529
01.09.1981;7.0066;5.091;283.3;79.5;11.21;77.75;2.651;5.0576;116.65;6.1175;6.9151
02.09.1981;6.9735;5.0795;283.85;79.7;11.185;77.15;2.641;5.0292;116.7;6.069;6.88425
03.09.1981;6.9687;5.065;285.4;79.9;11.21;77.25;2.642;5.0326;116.7;6.06;6.88701
04.09.1981;6.964;5.0605;288.7;79.9;11.185;77.4;2.632;5.0203;116.6;6.058;6.88261
07.09.1981;6.9684;5.072;288.5;79.8;11.045;77.75;2.63;5.0227;116.4;6.073;6.88126
08.09.1981;6.9658;5.0775;288.15;80.1;10.96;77.35;2.625;5.0011;116.55;6.0825;6.89214
09.09.1981;6.9466;5.0545;288.8;79.9;10.86;77.2;2.614;4.9838;116.2;6.079;6.86611
10.09.1981;6.8703;4.9965;289.5;79.75;10.76;76.3;2.591;4.9463;115.55;6.017;6.80932
11.09.1981;6.8335;4.9525;289.25;79.45;10.74;76.1;2.58;4.9225;115.2;5.98;6.7812
14.09.1981;6.9629;5.061;299.65;81.55;10.81;77.35;2.624;4.9231;106.5;6.0675;6.89984
15.09.1981;6.8601;4.967;297.2;80.45;10.775;75.8;2.61;4.9365;105.5;5.9525;6.81389
16.09.1981;6.8158;4.9225;294.95;80.6;10.91;75.6;2.594;4.8838;105.55;5.9025;6.79567
17.09.1981;6.745;4.844;295.95;80.75;10.78;75.1;2.577;4.8738;105.5;5.829;6.76292
18.09.1981;6.7834;4.8855;300.5;81.75;10.77;76.05;2.587;4.8727;106.55;5.867;6.79563
21.09.1981;6.6948;4.8335;301.75;82.35;10.64;75.7;2.568;4.8495;106.35;5.783;6.74558
22.09.1981;6.7803;4.897;298.9;81.9;10.75;76.25;2.583;4.8953;106.7;5.8555;6.786
23.09.1981;6.7878;4.912;301.9;82.1;10.785;76.6;2.595;4.858;106.75;5.883;6.80934
24.09.1981;6.8184;4.958;301.35;81.65;10.675;76.5;2.604;4.9054;106.45;5.947;6.82002
25.09.1981;6.7948;4.9565;301.65;81.65;10.63;76.4;2.597;4.8782;106.2;5.9325;6.79645
28.09.1981;6.8323;4.9675;299.7;81;10.575;76.2;2.574;4.8976;105.8;5.981;6.81182
29.09.1981;6.7853;4.937;303;81.85;10.66;76.45;2.575;4.8428;106.4;5.927;6.79963
30.09.1981;6.8069;4.948;301.55;81.6;10.71;76.55;2.566;4.8692;106.45;5.956;6.81724
01.10.1981;6.7675;4.904;299.45;80.8;10.84;76.25;2.537;4.8595;105.65;5.9175;6.7779
02.10.1981;6.7568;4.9;305.25;81.45;10.785;76.05;2.561;4.8228;105.95;5.896;6.79496
05.10.1981;6.7359;4.8805;308.15;81.25;10.745;76.1;2.561;4.786;106.55;5.8575;6.76887
06.10.1981;6.6899;4.849;307.5;81.25;10.765;75.95;2.547;4.8043;106.1;5.8075;6.7374
07.10.1981;6.689;4.8425;307.85;81.35;10.78;75.75;2.538;4.8526;105.9;5.8;6.73774
08.10.1981;6.7329;4.8585;309.45;81.7;11.005;76.25;2.553;4.7748;106.45;5.83;6.76968
09.10.1981;6.6736;4.826;313.85;82.25;11.03;76.3;2.54;4.8262;106.8;5.776;6.76202
12.10.1981;6.6559;4.824;314.4;82.15;10.85;76.45;2.538;4.7844;106.65;5.76;6.735
13.10.1981;6.7181;4.8765;315.75;82.25;10.865;76.45;2.555;4.8187;106.9;5.83;6.78274
14.10.1981;6.7539;4.896;314.95;82.05;10.9;76.55;2.571;4.908;106.85;5.8725;6.81134
15.10.1981;6.7438;4.8955;318.1;82.75;10.935;77.1;2.569;4.8852;107.35;5.8725;6.82872
16.10.1981;6.7969;4.948;317.35;82.8;10.92;77.55;2.576;4.8989;107.4;5.95;6.87237
19.10.1981;6.7971;4.947;317.3;82.65;10.96;77.45;2.567;4.8746;107.55;5.9475;6.86692
20.10.1981;6.7506;4.926;317.95;82.6;10.855;77.2;2.546;4.8436;107.1;5.9135;6.8337
21.10.1981;6.7919;4.957;316.5;82.4;10.91;77.4;2.555;4.9369;107.25;5.968;6.86618
22.10.1981;6.8241;4.9885;318.35;82.6;10.94;77.55;2.572;4.9301;107.6;6.01;6.8996
23.10.1981;6.8468;4.9905;317.8;82.25;10.955;77.7;2.577;4.9104;107.5;6.0115;6.89218
26.10.1981;6.87;5.0205;315.05;81.55;10.975;77.8;2.572;4.9245;107.3;6.058;6.89758
27.10.1981;6.8482;5.002;315.6;81.55;10.95;77.35;2.568;4.9189;106.9;6.0415;6.88936
28.10.1981;6.8146;4.981;315.7;81.3;10.925;77.25;2.566;4.8949;106.6;6.0125;6.86862
29.10.1981;6.8261;4.9715;317.45;81.4;10.925;77.35;2.554;4.895;106.7;6.009;6.86859
30.10.1981;6.7606;4.943;321.6;82.2;10.985;77.2;2.549;4.9177;106.95;5.95;6.84952
02.11.1981;6.6954;4.8905;324.5;82.3;10.98;77;2.547;4.8337;106.9;5.8605;6.79601
03.11.1981;6.72;4.892;323.65;81.95;10.975;76.8;2.567;4.8495;106.75;5.882;6.81783
04.11.1981;6.688;4.875;327.5;82.2;11;76.65;2.568;4.8433;106.65;5.846;6.8079
05.11.1981;6.7125;4.9085;328.5;82.3;11.01;76.85;2.578;4.8379;106.9;5.86;6.81694
06.11.1981;6.7127;4.9175;328.15;82.1;11.01;77.05;2.57;4.8525;106.85;5.877;6.81908
09.11.1981;6.6613;4.8875;330.25;82.2;11.025;76.8;2.569;4.8342;106.8;5.822;6.79439
10.11.1981;6.6678;4.896;328.45;81.7;11.005;;2.546;4.8485;106.4;5.839;6.77657
11.11.1981;6.7221;4.935;329.45;82;11.015;72;2.572;4.8484;106.8;5.8825;6.83682
12.11.1981;6.6915;4.915;330.9;82.1;11.035;71.65;2.578;4.8616;106.85;5.849;6.81379
13.11.1981;6.6728;4.914;332.25;81.7;11.13;71.45;2.568;4.8349;106.6;5.834;6.79894
16.11.1981;6.7132;4.934;331.95;81.6;11.28;71.85;2.585;4.8145;106.8;5.862;6.81774
17.11.1981;6.6938;4.93;328.5;81;11.14;71.6;2.613;4.8533;106.15;5.849;6.80362
18.11.1981;6.6918;4.9325;323.5;80.95;11.08;71.55;2.616;4.8301;106.2;5.846;6.79439
19.11.1981;6.6162;4.8805;323.9;80.65;11.09;70.55;2.633;4.8343;105.5;5.764;6.7448
20.11.1981;6.6537;4.9035;322.75;80.35;11.085;71.1;2.654;4.8219;105.45;5.808;6.77602
23.11.1981;6.6628;4.9065;320.15;79.65;11.01;70.95;2.679;4.7986;105.25;5.81;6.7611
24.11.1981;6.5933;4.8625;320.2;79.8;10.965;70.45;2.649;4.8142;104.7;5.748;6.71775
25.11.1981;6.622;4.8835;323.3;80.4;11.075;70.45;2.659;4.7997;105.25;5.7545;6.74203
26.11.1981;6.6065;4.8745;323.4;80.3;11.14;70.35;2.657;4.8226;105.15;5.745;6.74452
27.11.1981;6.622;4.8845;322.7;80.25;11.21;70.45;2.66;4.8081;105.4;5.7525;6.7551
30.11.1981;6.5562;4.8375;321.8;80.1;11.165;69.65;2.655;4.7998;104.85;5.6875;6.71535
01.12.1981;6.5572;4.854;321.7;80.3;11.16;69.95;2.664;4.79;105.05;5.71;6.71707
02.12.1981;6.552;4.8515;319.75;79.6;11.155;69.95;2.645;4.7719;104.55;5.714;6.70606
03.12.1981;6.5207;4.843;318.6;79.1;11.09;69.8;2.642;4.7717;104.1;5.703;6.68506
04.12.1981;6.5487;4.8505;321.25;79.7;11.16;70.05;2.65;4.7623;104.75;5.717;6.7173
07.12.1981;6.5516;4.8545;319.95;79.4;11.145;70.15;2.643;4.7584;104.45;5.7215;6.71475
08.12.1981;6.5236;4.842;316.8;78.9;11.105;70.15;2.64;4.7566;104.25;5.729;6.69525
09.12.1981;6.559;4.8655;314.55;79.1;11.075;70.5;2.634;4.7771;104.45;5.7575;6.72194
10.12.1981;6.5483;4.8705;311.45;78.9;10.985;70.65;2.63;4.7766;104.3;5.7645;6.71558
