Date,Close
30.05.2003 kl. 16.00.00,"963,59"
02.06.2003 kl. 16.00.00,967
03.06.2003 kl. 16.00.00,"971,56"
04.06.2003 kl. 16.00.00,"986,24"
05.06.2003 kl. 16.00.00,"990,14"
06.06.2003 kl. 16.00.00,"987,76"
09.06.2003 kl. 16.00.00,"975,93"
10.06.2003 kl. 16.00.00,"984,84"
11.06.2003 kl. 16.00.00,"997,48"
12.06.2003 kl. 16.00.00,"998,51"
13.06.2003 kl. 16.00.00,"988,61"
16.06.2003 kl. 16.00.00,"1010,74"
17.06.2003 kl. 16.00.00,"1011,66"
18.06.2003 kl. 16.00.00,"1010,09"
19.06.2003 kl. 16.00.00,"994,7"
20.06.2003 kl. 16.00.00,"995,69"
23.06.2003 kl. 16.00.00,"981,64"
24.06.2003 kl. 16.00.00,"983,45"
25.06.2003 kl. 16.00.00,"975,32"
26.06.2003 kl. 16.00.00,"985,82"
27.06.2003 kl. 16.00.00,"976,22"
30.06.2003 kl. 16.00.00,"974,5"
01.07.2003 kl. 16.00.00,"982,32"
02.07.2003 kl. 16.00.00,"993,74"
03.07.2003 kl. 16.00.00,"985,7"
07.07.2003 kl. 16.00.00,"1004,5"
08.07.2003 kl. 16.00.00,"1007,84"
09.07.2003 kl. 16.00.00,"1002,22"
10.07.2003 kl. 16.00.00,"988,67"
11.07.2003 kl. 16.00.00,"998,13"
14.07.2003 kl. 16.00.00,"1003,86"
15.07.2003 kl. 16.00.00,"1000,42"
16.07.2003 kl. 16.00.00,"994,09"
17.07.2003 kl. 16.00.00,"981,73"
18.07.2003 kl. 16.00.00,"993,32"
21.07.2003 kl. 16.00.00,"978,8"
22.07.2003 kl. 16.00.00,"988,1"
23.07.2003 kl. 16.00.00,"988,6"
24.07.2003 kl. 16.00.00,"981,6"
25.07.2003 kl. 16.00.00,"998,68"
28.07.2003 kl. 16.00.00,"996,52"
29.07.2003 kl. 16.00.00,"989,28"
30.07.2003 kl. 16.00.00,"987,65"
31.07.2003 kl. 16.00.00,"990,31"
01.08.2003 kl. 16.00.00,"980,15"
04.08.2003 kl. 16.00.00,"982,82"
05.08.2003 kl. 16.00.00,"965,47"
06.08.2003 kl. 16.00.00,"967,08"
07.08.2003 kl. 16.00.00,"974,12"
08.08.2003 kl. 16.00.00,"977,59"
11.08.2003 kl. 16.00.00,"980,59"
12.08.2003 kl. 16.00.00,"990,35"
13.08.2003 kl. 16.00.00,"984,03"
14.08.2003 kl. 16.00.00,"990,51"
15.08.2003 kl. 16.00.00,"990,68"
18.08.2003 kl. 16.00.00,"999,74"
19.08.2003 kl. 16.00.00,"1002,33"
20.08.2003 kl. 16.00.00,"1000,3"
21.08.2003 kl. 16.00.00,"1003,27"
22.08.2003 kl. 16.00.00,"993,05"
25.08.2003 kl. 16.00.00,"993,71"
26.08.2003 kl. 16.00.00,"996,73"
27.08.2003 kl. 16.00.00,"996,79"
28.08.2003 kl. 16.00.00,"1002,84"
29.08.2003 kl. 16.00.00,"1008,02"
02.09.2003 kl. 16.00.00,"1021,99"
03.09.2003 kl. 16.00.00,"1026,27"
04.09.2003 kl. 16.00.00,"1027,97"
05.09.2003 kl. 16.00.00,"1021,37"
08.09.2003 kl. 16.00.00,"1031,64"
09.09.2003 kl. 16.00.00,"1023,16"
10.09.2003 kl. 16.00.00,"1010,93"
11.09.2003 kl. 16.00.00,"1016,42"
12.09.2003 kl. 16.00.00,"1018,63"
15.09.2003 kl. 16.00.00,"1014,81"
16.09.2003 kl. 16.00.00,"1029,32"
17.09.2003 kl. 16.00.00,"1025,98"
18.09.2003 kl. 16.00.00,"1039,58"
19.09.2003 kl. 16.00.00,"1036,3"
22.09.2003 kl. 16.00.00,"1022,82"
23.09.2003 kl. 16.00.00,"1029,03"
24.09.2003 kl. 16.00.00,"1009,38"
25.09.2003 kl. 16.00.00,"1003,27"
26.09.2003 kl. 16.00.00,"996,85"
29.09.2003 kl. 16.00.00,"1006,59"
30.09.2003 kl. 16.00.00,"995,94"
01.10.2003 kl. 16.00.00,"1018,21"
02.10.2003 kl. 16.00.00,"1020,24"
03.10.2003 kl. 16.00.00,"1029,85"
06.10.2003 kl. 16.00.00,"1034,35"
07.10.2003 kl. 16.00.00,"1039,25"
08.10.2003 kl. 16.00.00,"1033,78"
09.10.2003 kl. 16.00.00,"1038,73"
10.10.2003 kl. 16.00.00,"1038,06"
13.10.2003 kl. 16.00.00,"1045,35"
14.10.2003 kl. 16.00.00,"1049,48"
15.10.2003 kl. 16.00.00,"1046,76"
16.10.2003 kl. 16.00.00,"1050,07"
17.10.2003 kl. 16.00.00,"1039,32"
20.10.2003 kl. 16.00.00,"1044,68"
21.10.2003 kl. 16.00.00,"1046,03"
22.10.2003 kl. 16.00.00,"1030,36"
23.10.2003 kl. 16.00.00,"1033,77"
24.10.2003 kl. 16.00.00,"1028,91"
27.10.2003 kl. 16.00.00,"1031,13"
28.10.2003 kl. 16.00.00,"1046,79"
29.10.2003 kl. 16.00.00,"1048,11"
30.10.2003 kl. 16.00.00,"1046,94"
31.10.2003 kl. 16.00.00,"1050,71"
03.11.2003 kl. 16.00.00,"1059,02"
04.11.2003 kl. 16.00.00,"1053,25"
05.11.2003 kl. 16.00.00,"1051,81"
06.11.2003 kl. 16.00.00,"1058,05"
07.11.2003 kl. 16.00.00,"1053,21"
10.11.2003 kl. 16.00.00,"1047,11"
11.11.2003 kl. 16.00.00,"1046,57"
12.11.2003 kl. 16.00.00,"1058,53"
13.11.2003 kl. 16.00.00,"1058,41"
14.11.2003 kl. 16.00.00,"1050,35"
17.11.2003 kl. 16.00.00,"1043,63"
18.11.2003 kl. 16.00.00,"1034,15"
19.11.2003 kl. 16.00.00,"1042,44"
20.11.2003 kl. 16.00.00,"1033,65"
21.11.2003 kl. 16.00.00,"1035,28"
24.11.2003 kl. 16.00.00,"1052,08"
25.11.2003 kl. 16.00.00,"1053,9"
26.11.2003 kl. 16.00.00,"1058,45"
28.11.2003 kl. 16.00.00,"1058,2"
01.12.2003 kl. 16.00.00,"1070,12"
02.12.2003 kl. 16.00.00,"1066,62"
03.12.2003 kl. 16.00.00,"1064,73"
04.12.2003 kl. 16.00.00,"1069,72"
05.12.2003 kl. 16.00.00,"1061,5"
08.12.2003 kl. 16.00.00,"1069,29"
09.12.2003 kl. 16.00.00,"1060,18"
10.12.2003 kl. 16.00.00,"1059,05"
11.12.2003 kl. 16.00.00,"1071,22"
12.12.2003 kl. 16.00.00,"1074,14"
15.12.2003 kl. 16.00.00,"1068,04"
16.12.2003 kl. 16.00.00,"1075,13"
17.12.2003 kl. 16.00.00,"1076,48"
18.12.2003 kl. 16.00.00,"1089,18"
19.12.2003 kl. 16.00.00,"1088,67"
22.12.2003 kl. 16.00.00,"1092,94"
23.12.2003 kl. 16.00.00,"1096,01"
24.12.2003 kl. 16.00.00,"1094,04"
26.12.2003 kl. 16.00.00,"1095,89"
29.12.2003 kl. 16.00.00,"1109,48"
30.12.2003 kl. 16.00.00,"1109,64"
31.12.2003 kl. 16.00.00,"1111,91"
02.01.2004 kl. 16.00.00,"1108,49"
05.01.2004 kl. 16.00.00,"1122,21"
06.01.2004 kl. 16.00.00,"1123,67"
07.01.2004 kl. 16.00.00,"1126,33"
08.01.2004 kl. 16.00.00,"1131,91"
09.01.2004 kl. 16.00.00,"1121,86"
12.01.2004 kl. 16.00.00,"1127,23"
13.01.2004 kl. 16.00.00,"1121,22"
14.01.2004 kl. 16.00.00,"1130,52"
15.01.2004 kl. 16.00.00,"1132,05"
16.01.2004 kl. 16.00.00,"1139,82"
20.01.2004 kl. 16.00.00,"1138,77"
21.01.2004 kl. 16.00.00,"1147,62"
22.01.2004 kl. 16.00.00,"1143,94"
23.01.2004 kl. 16.00.00,"1141,55"
26.01.2004 kl. 16.00.00,"1155,37"
27.01.2004 kl. 16.00.00,"1144,06"
28.01.2004 kl. 16.00.00,"1128,48"
29.01.2004 kl. 16.00.00,"1134,11"
30.01.2004 kl. 16.00.00,"1131,12"
02.02.2004 kl. 16.00.00,"1135,26"
03.02.2004 kl. 16.00.00,"1136,03"
04.02.2004 kl. 16.00.00,"1126,53"
05.02.2004 kl. 16.00.00,"1128,61"
06.02.2004 kl. 16.00.00,"1142,76"
09.02.2004 kl. 16.00.00,"1139,81"
10.02.2004 kl. 16.00.00,"1145,54"
11.02.2004 kl. 16.00.00,"1157,76"
12.02.2004 kl. 16.00.00,"1152,11"
13.02.2004 kl. 16.00.00,"1145,81"
17.02.2004 kl. 16.00.00,"1156,99"
18.02.2004 kl. 16.00.00,"1151,82"
19.02.2004 kl. 16.00.00,"1147,06"
20.02.2004 kl. 16.00.00,"1144,11"
23.02.2004 kl. 16.00.00,"1140,99"
24.02.2004 kl. 16.00.00,"1139,1"
25.02.2004 kl. 16.00.00,"1143,67"
26.02.2004 kl. 16.00.00,"1144,91"
27.02.2004 kl. 16.00.00,"1144,94"
01.03.2004 kl. 16.00.00,"1155,97"
02.03.2004 kl. 16.00.00,"1149,1"
03.03.2004 kl. 16.00.00,"1145,98"
04.03.2004 kl. 16.00.00,"1154,87"
05.03.2004 kl. 16.00.00,"1156,86"
08.03.2004 kl. 16.00.00,"1147,2"
09.03.2004 kl. 16.00.00,"1140,57"
10.03.2004 kl. 16.00.00,"1123,91"
11.03.2004 kl. 16.00.00,"1106,79"
12.03.2004 kl. 16.00.00,"1120,6"
15.03.2004 kl. 16.00.00,"1104,43"
16.03.2004 kl. 16.00.00,"1110,7"
17.03.2004 kl. 16.00.00,"1123,78"
18.03.2004 kl. 16.00.00,"1122,31"
19.03.2004 kl. 16.00.00,"1109,74"
22.03.2004 kl. 16.00.00,"1095,44"
23.03.2004 kl. 16.00.00,"1093,9"
24.03.2004 kl. 16.00.00,"1091,32"
25.03.2004 kl. 16.00.00,"1109,28"
26.03.2004 kl. 16.00.00,"1108,02"
29.03.2004 kl. 16.00.00,"1122,47"
30.03.2004 kl. 16.00.00,1127
31.03.2004 kl. 16.00.00,"1126,21"
01.04.2004 kl. 16.00.00,"1132,17"
02.04.2004 kl. 16.00.00,"1141,8"
05.04.2004 kl. 16.00.00,"1150,54"
06.04.2004 kl. 16.00.00,"1148,17"
07.04.2004 kl. 16.00.00,"1140,48"
08.04.2004 kl. 16.00.00,"1139,33"
12.04.2004 kl. 16.00.00,"1145,22"
13.04.2004 kl. 16.00.00,"1129,42"
14.04.2004 kl. 16.00.00,"1128,17"
15.04.2004 kl. 16.00.00,"1128,84"
16.04.2004 kl. 16.00.00,"1134,56"
19.04.2004 kl. 16.00.00,"1135,84"
20.04.2004 kl. 16.00.00,"1118,09"
21.04.2004 kl. 16.00.00,"1124,12"
22.04.2004 kl. 16.00.00,"1139,95"
23.04.2004 kl. 16.00.00,"1140,6"
26.04.2004 kl. 16.00.00,"1135,5"
27.04.2004 kl. 16.00.00,"1138,12"
28.04.2004 kl. 16.00.00,"1122,41"
29.04.2004 kl. 16.00.00,"1113,88"
30.04.2004 kl. 16.00.00,"1107,24"
03.05.2004 kl. 16.00.00,"1117,56"
04.05.2004 kl. 16.00.00,"1119,51"
05.05.2004 kl. 16.00.00,"1121,58"
06.05.2004 kl. 16.00.00,"1113,99"
07.05.2004 kl. 16.00.00,"1098,7"
10.05.2004 kl. 16.00.00,"1087,12"
11.05.2004 kl. 16.00.00,"1095,45"
12.05.2004 kl. 16.00.00,"1097,28"
13.05.2004 kl. 16.00.00,"1096,44"
14.05.2004 kl. 16.00.00,"1095,7"
17.05.2004 kl. 16.00.00,"1084,1"
18.05.2004 kl. 16.00.00,"1091,49"
19.05.2004 kl. 16.00.00,"1088,68"
20.05.2004 kl. 16.00.00,"1089,19"
21.05.2004 kl. 16.00.00,"1093,56"
24.05.2004 kl. 16.00.00,"1095,41"
25.05.2004 kl. 16.00.00,"1113,05"
26.05.2004 kl. 16.00.00,"1114,94"
27.05.2004 kl. 16.00.00,"1121,28"
28.05.2004 kl. 16.00.00,"1120,68"
01.06.2004 kl. 16.00.00,"1121,2"
02.06.2004 kl. 16.00.00,"1124,99"
03.06.2004 kl. 16.00.00,"1116,64"
04.06.2004 kl. 16.00.00,"1122,5"
07.06.2004 kl. 16.00.00,"1140,42"
08.06.2004 kl. 16.00.00,"1142,18"
09.06.2004 kl. 16.00.00,"1131,33"
10.06.2004 kl. 16.00.00,"1136,47"
14.06.2004 kl. 16.00.00,"1125,29"
15.06.2004 kl. 16.00.00,"1132,01"
16.06.2004 kl. 16.00.00,"1133,56"
17.06.2004 kl. 16.00.00,"1132,05"
18.06.2004 kl. 16.00.00,"1136,85"
21.06.2004 kl. 16.00.00,"1130,3"
22.06.2004 kl. 16.00.00,"1134,41"
23.06.2004 kl. 16.00.00,"1144,06"
24.06.2004 kl. 16.00.00,"1140,65"
25.06.2004 kl. 16.00.00,"1134,43"
28.06.2004 kl. 16.00.00,"1133,35"
29.06.2004 kl. 16.00.00,"1136,2"
30.06.2004 kl. 16.00.00,"1140,84"
01.07.2004 kl. 16.00.00,"1128,94"
02.07.2004 kl. 16.00.00,"1125,38"
06.07.2004 kl. 16.00.00,"1116,21"
07.07.2004 kl. 16.00.00,"1118,33"
08.07.2004 kl. 16.00.00,"1109,11"
09.07.2004 kl. 16.00.00,"1112,81"
12.07.2004 kl. 16.00.00,"1114,35"
13.07.2004 kl. 16.00.00,"1115,14"
14.07.2004 kl. 16.00.00,"1111,47"
15.07.2004 kl. 16.00.00,"1106,69"
16.07.2004 kl. 16.00.00,"1101,39"
19.07.2004 kl. 16.00.00,"1100,9"
20.07.2004 kl. 16.00.00,"1108,67"
21.07.2004 kl. 16.00.00,"1093,88"
22.07.2004 kl. 16.00.00,"1096,84"
23.07.2004 kl. 16.00.00,"1086,2"
26.07.2004 kl. 16.00.00,"1084,07"
27.07.2004 kl. 16.00.00,"1094,83"
28.07.2004 kl. 16.00.00,"1095,42"
29.07.2004 kl. 16.00.00,"1100,43"
30.07.2004 kl. 16.00.00,"1101,72"
02.08.2004 kl. 16.00.00,"1106,62"
03.08.2004 kl. 16.00.00,"1099,69"
04.08.2004 kl. 16.00.00,"1098,63"
05.08.2004 kl. 16.00.00,"1080,7"
06.08.2004 kl. 16.00.00,"1063,97"
09.08.2004 kl. 16.00.00,"1065,22"
10.08.2004 kl. 16.00.00,"1079,04"
11.08.2004 kl. 16.00.00,"1075,79"
12.08.2004 kl. 16.00.00,"1063,23"
13.08.2004 kl. 16.00.00,"1064,8"
16.08.2004 kl. 16.00.00,"1079,34"
17.08.2004 kl. 16.00.00,"1081,71"
18.08.2004 kl. 16.00.00,"1095,17"
19.08.2004 kl. 16.00.00,"1091,23"
20.08.2004 kl. 16.00.00,"1098,35"
23.08.2004 kl. 16.00.00,"1095,68"
24.08.2004 kl. 16.00.00,"1096,19"
25.08.2004 kl. 16.00.00,"1104,96"
26.08.2004 kl. 16.00.00,"1105,09"
27.08.2004 kl. 16.00.00,"1107,77"
30.08.2004 kl. 16.00.00,"1099,15"
31.08.2004 kl. 16.00.00,"1104,24"
01.09.2004 kl. 16.00.00,"1105,91"
02.09.2004 kl. 16.00.00,"1118,31"
03.09.2004 kl. 16.00.00,"1113,63"
07.09.2004 kl. 16.00.00,"1121,3"
08.09.2004 kl. 16.00.00,"1116,27"
09.09.2004 kl. 16.00.00,"1118,38"
10.09.2004 kl. 16.00.00,"1123,92"
13.09.2004 kl. 16.00.00,"1125,82"
14.09.2004 kl. 16.00.00,"1128,33"
15.09.2004 kl. 16.00.00,"1120,37"
16.09.2004 kl. 16.00.00,"1123,5"
17.09.2004 kl. 16.00.00,"1128,55"
20.09.2004 kl. 16.00.00,"1122,2"
21.09.2004 kl. 16.00.00,"1129,3"
22.09.2004 kl. 16.00.00,"1113,56"
23.09.2004 kl. 16.00.00,"1108,36"
24.09.2004 kl. 16.00.00,"1110,11"
27.09.2004 kl. 16.00.00,"1103,52"
28.09.2004 kl. 16.00.00,"1110,06"
29.09.2004 kl. 16.00.00,"1114,8"
30.09.2004 kl. 16.00.00,"1114,58"
01.10.2004 kl. 16.00.00,"1131,5"
04.10.2004 kl. 16.00.00,"1135,17"
05.10.2004 kl. 16.00.00,"1134,48"
06.10.2004 kl. 16.00.00,"1142,05"
07.10.2004 kl. 16.00.00,"1130,65"
08.10.2004 kl. 16.00.00,"1122,14"
11.10.2004 kl. 16.00.00,"1124,39"
12.10.2004 kl. 16.00.00,"1121,84"
13.10.2004 kl. 16.00.00,"1113,65"
14.10.2004 kl. 16.00.00,"1103,29"
15.10.2004 kl. 16.00.00,"1108,2"
18.10.2004 kl. 16.00.00,"1114,02"
19.10.2004 kl. 16.00.00,"1103,23"
20.10.2004 kl. 16.00.00,"1103,66"
21.10.2004 kl. 16.00.00,"1106,49"
22.10.2004 kl. 16.00.00,"1095,74"
25.10.2004 kl. 16.00.00,"1094,8"
26.10.2004 kl. 16.00.00,"1111,09"
27.10.2004 kl. 16.00.00,"1125,4"
28.10.2004 kl. 16.00.00,"1127,44"
29.10.2004 kl. 16.00.00,"1130,2"
01.11.2004 kl. 16.00.00,"1130,51"
02.11.2004 kl. 16.00.00,"1130,56"
03.11.2004 kl. 16.00.00,"1143,2"
04.11.2004 kl. 16.00.00,"1161,67"
05.11.2004 kl. 16.00.00,"1166,17"
08.11.2004 kl. 16.00.00,"1164,89"
09.11.2004 kl. 16.00.00,"1164,08"
10.11.2004 kl. 16.00.00,"1162,91"
11.11.2004 kl. 16.00.00,"1173,48"
12.11.2004 kl. 16.00.00,"1184,17"
15.11.2004 kl. 16.00.00,"1183,81"
16.11.2004 kl. 16.00.00,"1175,43"
17.11.2004 kl. 16.00.00,"1181,94"
18.11.2004 kl. 16.00.00,"1183,55"
19.11.2004 kl. 16.00.00,"1170,34"
22.11.2004 kl. 16.00.00,"1177,24"
23.11.2004 kl. 16.00.00,"1176,94"
24.11.2004 kl. 16.00.00,"1181,76"
26.11.2004 kl. 16.00.00,"1182,65"
29.11.2004 kl. 16.00.00,"1178,57"
30.11.2004 kl. 16.00.00,"1173,82"
01.12.2004 kl. 16.00.00,"1191,37"
02.12.2004 kl. 16.00.00,"1190,33"
03.12.2004 kl. 16.00.00,"1191,17"
06.12.2004 kl. 16.00.00,"1190,25"
07.12.2004 kl. 16.00.00,"1177,08"
08.12.2004 kl. 16.00.00,"1182,81"
09.12.2004 kl. 16.00.00,"1189,24"
10.12.2004 kl. 16.00.00,1188
13.12.2004 kl. 16.00.00,"1198,68"
14.12.2004 kl. 16.00.00,"1203,38"
15.12.2004 kl. 16.00.00,"1205,72"
16.12.2004 kl. 16.00.00,"1203,21"
17.12.2004 kl. 16.00.00,"1194,22"
20.12.2004 kl. 16.00.00,"1194,65"
21.12.2004 kl. 16.00.00,"1205,45"
22.12.2004 kl. 16.00.00,"1209,57"
23.12.2004 kl. 16.00.00,"1210,13"
27.12.2004 kl. 16.00.00,"1204,92"
28.12.2004 kl. 16.00.00,"1213,54"
29.12.2004 kl. 16.00.00,"1213,45"
30.12.2004 kl. 16.00.00,"1213,55"
31.12.2004 kl. 16.00.00,"1211,92"
03.01.2005 kl. 16.00.00,"1202,08"
04.01.2005 kl. 16.00.00,"1188,05"
05.01.2005 kl. 16.00.00,"1183,74"
06.01.2005 kl. 16.00.00,"1187,89"
07.01.2005 kl. 16.00.00,"1186,19"
10.01.2005 kl. 16.00.00,"1190,25"
11.01.2005 kl. 16.00.00,"1182,99"
12.01.2005 kl. 16.00.00,"1187,7"
13.01.2005 kl. 16.00.00,"1177,45"
14.01.2005 kl. 16.00.00,"1184,51"
18.01.2005 kl. 16.00.00,"1195,98"
19.01.2005 kl. 16.00.00,"1184,63"
20.01.2005 kl. 16.00.00,"1175,41"
21.01.2005 kl. 16.00.00,"1167,87"
24.01.2005 kl. 16.00.00,"1163,75"
25.01.2005 kl. 16.00.00,"1168,41"
26.01.2005 kl. 16.00.00,"1174,07"
27.01.2005 kl. 16.00.00,"1174,55"
28.01.2005 kl. 16.00.00,"1171,36"
31.01.2005 kl. 16.00.00,"1181,27"
01.02.2005 kl. 16.00.00,"1189,41"
02.02.2005 kl. 16.00.00,"1193,19"
03.02.2005 kl. 16.00.00,"1189,89"
04.02.2005 kl. 16.00.00,"1203,03"
07.02.2005 kl. 16.00.00,"1201,72"
08.02.2005 kl. 16.00.00,"1202,3"
09.02.2005 kl. 16.00.00,"1191,99"
10.02.2005 kl. 16.00.00,"1197,01"
11.02.2005 kl. 16.00.00,"1205,3"
14.02.2005 kl. 16.00.00,"1206,14"
15.02.2005 kl. 16.00.00,"1210,12"
16.02.2005 kl. 16.00.00,"1210,34"
17.02.2005 kl. 16.00.00,"1200,75"
18.02.2005 kl. 16.00.00,"1201,59"
22.02.2005 kl. 16.00.00,"1184,16"
23.02.2005 kl. 16.00.00,"1190,8"
24.02.2005 kl. 16.00.00,"1200,2"
25.02.2005 kl. 16.00.00,"1211,37"
28.02.2005 kl. 16.00.00,"1203,6"
01.03.2005 kl. 16.00.00,"1210,41"
02.03.2005 kl. 16.00.00,"1210,08"
03.03.2005 kl. 16.00.00,"1210,47"
04.03.2005 kl. 16.00.00,"1222,12"
07.03.2005 kl. 16.00.00,"1225,31"
08.03.2005 kl. 16.00.00,"1219,43"
09.03.2005 kl. 16.00.00,"1207,01"
10.03.2005 kl. 16.00.00,"1209,25"
11.03.2005 kl. 16.00.00,"1200,08"
14.03.2005 kl. 16.00.00,"1206,83"
15.03.2005 kl. 16.00.00,"1197,75"
16.03.2005 kl. 16.00.00,"1188,07"
17.03.2005 kl. 16.00.00,"1190,21"
18.03.2005 kl. 16.00.00,"1189,65"
21.03.2005 kl. 16.00.00,"1183,78"
22.03.2005 kl. 16.00.00,"1171,71"
23.03.2005 kl. 16.00.00,"1172,53"
24.03.2005 kl. 16.00.00,"1171,42"
28.03.2005 kl. 16.00.00,"1174,28"
29.03.2005 kl. 16.00.00,"1165,36"
30.03.2005 kl. 16.00.00,"1181,41"
31.03.2005 kl. 16.00.00,"1180,59"
01.04.2005 kl. 16.00.00,"1172,92"
04.04.2005 kl. 16.00.00,"1176,12"
05.04.2005 kl. 16.00.00,"1181,39"
06.04.2005 kl. 16.00.00,"1184,07"
07.04.2005 kl. 16.00.00,"1191,14"
08.04.2005 kl. 16.00.00,"1181,2"
11.04.2005 kl. 16.00.00,"1181,21"
12.04.2005 kl. 16.00.00,"1187,76"
13.04.2005 kl. 16.00.00,"1173,79"
14.04.2005 kl. 16.00.00,"1162,05"
15.04.2005 kl. 16.00.00,"1142,62"
18.04.2005 kl. 16.00.00,"1145,98"
19.04.2005 kl. 16.00.00,"1152,78"
20.04.2005 kl. 16.00.00,"1137,5"
21.04.2005 kl. 16.00.00,"1159,95"
22.04.2005 kl. 16.00.00,"1152,12"
25.04.2005 kl. 16.00.00,"1162,1"
26.04.2005 kl. 16.00.00,"1151,74"
27.04.2005 kl. 16.00.00,"1156,38"
28.04.2005 kl. 16.00.00,"1143,22"
29.04.2005 kl. 16.00.00,"1156,85"
02.05.2005 kl. 16.00.00,"1162,16"
03.05.2005 kl. 16.00.00,"1161,17"
04.05.2005 kl. 16.00.00,"1175,65"
05.05.2005 kl. 16.00.00,"1172,63"
06.05.2005 kl. 16.00.00,"1171,35"
09.05.2005 kl. 16.00.00,"1178,84"
10.05.2005 kl. 16.00.00,"1166,22"
11.05.2005 kl. 16.00.00,"1171,11"
12.05.2005 kl. 16.00.00,"1159,36"
13.05.2005 kl. 16.00.00,"1154,05"
16.05.2005 kl. 16.00.00,"1165,69"
17.05.2005 kl. 16.00.00,"1173,8"
18.05.2005 kl. 16.00.00,"1185,56"
19.05.2005 kl. 16.00.00,"1191,08"
20.05.2005 kl. 16.00.00,"1189,28"
23.05.2005 kl. 16.00.00,"1193,86"
24.05.2005 kl. 16.00.00,"1194,07"
25.05.2005 kl. 16.00.00,"1190,01"
26.05.2005 kl. 16.00.00,"1197,62"
27.05.2005 kl. 16.00.00,"1198,78"
31.05.2005 kl. 16.00.00,"1191,5"
01.06.2005 kl. 16.00.00,"1202,22"
02.06.2005 kl. 16.00.00,"1204,29"
03.06.2005 kl. 16.00.00,"1196,02"
06.06.2005 kl. 16.00.00,"1197,51"
07.06.2005 kl. 16.00.00,"1197,26"
08.06.2005 kl. 16.00.00,"1194,67"
09.06.2005 kl. 16.00.00,"1200,93"
10.06.2005 kl. 16.00.00,"1198,11"
13.06.2005 kl. 16.00.00,"1200,82"
14.06.2005 kl. 16.00.00,"1203,91"
15.06.2005 kl. 16.00.00,"1206,58"
16.06.2005 kl. 16.00.00,"1210,96"
17.06.2005 kl. 16.00.00,"1216,96"
20.06.2005 kl. 16.00.00,"1216,1"
21.06.2005 kl. 16.00.00,"1213,61"
22.06.2005 kl. 16.00.00,"1213,88"
23.06.2005 kl. 16.00.00,"1200,73"
24.06.2005 kl. 16.00.00,"1191,57"
27.06.2005 kl. 16.00.00,"1190,69"
28.06.2005 kl. 16.00.00,"1201,57"
29.06.2005 kl. 16.00.00,"1199,85"
30.06.2005 kl. 16.00.00,"1191,33"
01.07.2005 kl. 16.00.00,"1194,44"
05.07.2005 kl. 16.00.00,"1204,99"
06.07.2005 kl. 16.00.00,"1194,94"
07.07.2005 kl. 16.00.00,"1197,87"
08.07.2005 kl. 16.00.00,"1211,86"
11.07.2005 kl. 16.00.00,"1219,44"
12.07.2005 kl. 16.00.00,"1222,21"
13.07.2005 kl. 16.00.00,"1223,29"
14.07.2005 kl. 16.00.00,"1226,5"
15.07.2005 kl. 16.00.00,"1227,92"
18.07.2005 kl. 16.00.00,"1221,13"
19.07.2005 kl. 16.00.00,"1229,35"
20.07.2005 kl. 16.00.00,"1235,2"
21.07.2005 kl. 16.00.00,"1227,04"
22.07.2005 kl. 16.00.00,"1233,68"
25.07.2005 kl. 16.00.00,"1229,03"
26.07.2005 kl. 16.00.00,"1231,16"
27.07.2005 kl. 16.00.00,"1236,79"
28.07.2005 kl. 16.00.00,"1243,72"
29.07.2005 kl. 16.00.00,"1234,18"
01.08.2005 kl. 16.00.00,"1235,35"
02.08.2005 kl. 16.00.00,"1244,12"
03.08.2005 kl. 16.00.00,"1245,04"
04.08.2005 kl. 16.00.00,"1235,86"
05.08.2005 kl. 16.00.00,"1226,42"
08.08.2005 kl. 16.00.00,"1223,13"
09.08.2005 kl. 16.00.00,"1231,38"
10.08.2005 kl. 16.00.00,"1229,13"
11.08.2005 kl. 16.00.00,"1237,81"
12.08.2005 kl. 16.00.00,"1230,39"
15.08.2005 kl. 16.00.00,"1233,87"
16.08.2005 kl. 16.00.00,"1219,34"
17.08.2005 kl. 16.00.00,"1220,24"
18.08.2005 kl. 16.00.00,"1219,02"
19.08.2005 kl. 16.00.00,"1219,71"
22.08.2005 kl. 16.00.00,"1221,73"
23.08.2005 kl. 16.00.00,"1217,59"
24.08.2005 kl. 16.00.00,"1209,59"
25.08.2005 kl. 16.00.00,"1212,37"
26.08.2005 kl. 16.00.00,"1205,1"
29.08.2005 kl. 16.00.00,"1212,28"
30.08.2005 kl. 16.00.00,"1208,41"
31.08.2005 kl. 16.00.00,"1220,33"
01.09.2005 kl. 16.00.00,"1221,59"
02.09.2005 kl. 16.00.00,"1218,02"
06.09.2005 kl. 16.00.00,"1233,39"
07.09.2005 kl. 16.00.00,"1236,36"
08.09.2005 kl. 16.00.00,"1231,67"
09.09.2005 kl. 16.00.00,"1241,48"
12.09.2005 kl. 16.00.00,"1240,56"
13.09.2005 kl. 16.00.00,"1231,2"
14.09.2005 kl. 16.00.00,"1227,16"
15.09.2005 kl. 16.00.00,"1227,73"
16.09.2005 kl. 16.00.00,"1237,91"
19.09.2005 kl. 16.00.00,"1231,02"
20.09.2005 kl. 16.00.00,"1221,34"
21.09.2005 kl. 16.00.00,"1210,2"
22.09.2005 kl. 16.00.00,"1214,62"
