DATE;I44;AUD;EUR;CAD;GBP;HKD;JPY;MYR;NZD;SGD;SEK;PLN;USD;PHP;IDR;KRW;THB;TWD;XDR
18.05.2009;94.91;4.9384;8.7785;5.5634;9.947;0.8392;6.7903;1.8302;3.8399;4.4329;82.78;1.9647;6.5055;13.707;0.062677;0.5181;18.824;19.721;9.85048
19.05.2009;94.7;4.9792;8.745;5.551;9.944;0.8288;6.6802;1.8197;3.8846;4.3914;83.52;1.9979;6.4245;13.628;0.062705;0.5158;18.67;19.549;9.77797
20.05.2009;95.27;4.9901;8.81;5.6029;9.982;0.8301;6.7221;1.8192;3.8967;4.4063;83.97;2.0166;6.4354;13.64;0.062512;0.5162;18.678;19.602;9.81032
21.05.2009;95.27;4.9901;8.81;5.6029;9.982;0.8301;6.7221;1.8192;3.8967;4.4063;83.97;2.0166;6.4354;13.64;0.062512;0.5162;18.678;19.602;9.81032
22.05.2009;95.66;4.977;8.875;5.6371;10.107;0.8194;6.7537;1.8198;3.9348;4.4029;84.69;2.0243;6.352;13.526;0.062107;0.5108;18.5;19.467;9.80991
23.05.2009;95.66;4.977;8.875;5.6371;10.107;0.8194;6.7537;1.8198;3.9348;4.4029;84.69;2.0243;6.352;13.526;0.062107;0.5108;18.5;19.467;9.80991
24.05.2009;95.66;4.977;8.875;5.6371;10.107;0.8194;6.7537;1.8198;3.9348;4.4029;84.69;2.0243;6.352;13.526;0.062107;0.5108;18.5;19.467;9.80991
25.05.2009;95.37;4.9442;8.862;5.617;10.067;0.8161;6.6522;1.813;3.9122;4.3761;84.63;2.0077;6.3255;13.494;0.06203;0.5082;18.397;19.393;9.76419
26.05.2009;96.38;4.9869;8.951;5.702;10.218;0.8303;6.778;1.8323;3.9568;4.4301;84.81;2.0235;6.4359;13.62;0.062684;0.5112;18.663;19.661;9.89309
27.05.2009;95.49;4.9913;8.871;5.71;10.19;0.8231;6.6961;1.8215;3.9425;4.3942;83.26;1.9996;6.3816;13.503;0.061429;0.5042;18.559;19.489;9.84016
28.05.2009;96.38;5.0479;8.9615;5.7652;10.301;0.8342;6.6688;1.8413;4.0325;4.4483;83.48;1.9954;6.4676;13.681;0.06264;0.5162;18.793;19.818;9.92878
29.05.2009;95.29;5.0243;8.8785;5.7277;10.171;0.8125;6.566;1.8058;4.0111;4.3629;83.23;1.9835;6.2977;13.348;0.061066;0.5033;18.353;19.321;9.74915
30.05.2009;95.29;5.0243;8.8785;5.7277;10.171;0.8125;6.566;1.8058;4.0111;4.3629;83.23;1.9835;6.2977;13.348;0.061066;0.5033;18.353;19.321;9.74915
31.05.2009;95.29;5.0243;8.8785;5.7277;10.171;0.8125;6.566;1.8058;4.0111;4.3629;83.23;1.9835;6.2977;13.348;0.061066;0.5033;18.353;19.321;9.74915
01.06.2009;95.29;5.0243;8.8785;5.7277;10.171;0.8125;6.566;1.8058;4.0111;4.3629;83.23;1.9835;6.2977;13.348;0.061066;0.5033;18.353;19.321;9.74915
02.06.2009;94.13;5.0292;8.7725;5.6842;10.139;0.7948;6.4461;1.7659;4.0302;4.2834;82.47;1.9548;6.1613;13.037;0.060048;0.4989;18.058;19.04;9.5902
03.06.2009;95.59;5.1229;8.921;5.7707;10.377;0.8101;6.5437;1.8021;4.0526;4.3598;82.78;1.9825;6.2793;13.321;0.062044;0.5081;18.444;19.3;9.77749
04.06.2009;95.3;5.0223;8.9055;5.6745;10.249;0.8151;6.5328;1.8093;3.9615;4.3654;82.37;1.9705;6.3182;13.396;0.062635;0.5066;18.499;19.363;9.80206
05.06.2009;95.66;5.0949;8.97;5.7291;10.202;0.8163;6.5246;1.8101;4.0291;4.3692;82.11;1.9749;6.3271;13.385;0.063713;0.5072;18.509;19.426;9.79732
06.06.2009;95.66;5.0949;8.97;5.7291;10.202;0.8163;6.5246;1.8101;4.0291;4.3692;82.11;1.9749;6.3271;13.385;0.063713;0.5072;18.509;19.426;9.79732
07.06.2009;95.66;5.0949;8.97;5.7291;10.202;0.8163;6.5246;1.8101;4.0291;4.3692;82.11;1.9749;6.3271;13.385;0.063713;0.5072;18.509;19.426;9.79732
08.06.2009;95.78;5.0802;8.936;5.7474;10.261;0.8313;6.5451;1.8301;4.0005;4.4172;82.04;1.9612;6.4445;13.565;0.063949;0.5162;18.748;19.57;9.85067
09.06.2009;95.72;5.0728;8.9135;5.7872;10.326;0.8238;6.5157;1.8107;3.9819;4.3786;82.54;1.991;6.3855;13.444;0.063367;0.505;18.674;19.438;9.79184
10.06.2009;94.93;5.086;8.843;5.7052;10.303;0.809;6.4066;1.7939;3.9731;4.3282;82.42;1.9807;6.2707;13.229;0.062673;0.4992;18.419;19.221;9.68536
11.06.2009;95.83;5.1798;8.914;5.7778;10.478;0.8233;6.4881;1.8193;4.0824;4.392;82.52;1.9891;6.3813;13.355;0.062996;0.5071;18.697;19.488;9.84064
12.06.2009;95.46;5.1489;8.8845;5.656;10.406;0.8185;6.4591;1.8098;4.0581;4.3684;82.6;1.9835;6.3443;13.377;0.062839;0.5076;18.599;19.384;9.79269
13.06.2009;95.46;5.1489;8.8845;5.656;10.406;0.8185;6.4591;1.8098;4.0581;4.3684;82.6;1.9835;6.3443;13.377;0.062839;0.5076;18.599;19.384;9.79269
14.06.2009;95.46;5.1489;8.8845;5.656;10.406;0.8185;6.4591;1.8098;4.0581;4.3684;82.6;1.9835;6.3443;13.377;0.062839;0.5076;18.599;19.384;9.79269
15.06.2009;95.79;5.1522;8.9055;5.6759;10.512;0.8296;6.5443;1.8222;4.0566;4.4108;82.2;1.9676;6.43;13.281;0.063203;0.5112;18.807;19.524;9.87227
16.06.2009;95.92;5.1472;8.917;5.7116;10.569;0.8283;6.616;1.8238;4.0887;4.4072;82.11;1.9682;6.4197;13.325;0.062785;0.5117;18.823;19.543;9.8813
17.06.2009;95.8;5.0879;8.918;5.6464;10.465;0.8314;6.6912;1.8236;4.0395;4.4157;81.87;1.9694;6.4436;13.341;0.062699;0.5133;18.853;19.547;9.90622
18.06.2009;95.17;5.0676;8.8825;5.6368;10.349;0.8233;6.6501;1.8023;4.0517;4.3773;81;1.949;6.3811;13.194;0.062069;0.5043;18.687;19.369;9.83835
19.06.2009;95.45;5.1493;8.8995;5.6656;10.505;0.8242;6.6;1.8065;4.104;4.3896;81.11;1.9716;6.3878;13.212;0.061414;0.5053;18.702;19.437;9.84753
20.06.2009;95.45;5.1493;8.8995;5.6656;10.505;0.8242;6.6;1.8065;4.104;4.3896;81.11;1.9716;6.3878;13.212;0.061414;0.5053;18.702;19.437;9.84753
21.06.2009;95.45;5.1493;8.8995;5.6656;10.505;0.8242;6.6;1.8065;4.104;4.3896;81.11;1.9716;6.3878;13.212;0.061414;0.5053;18.702;19.437;9.84753
22.06.2009;96.32;5.1584;8.986;5.6619;10.665;0.8367;6.7554;1.8315;4.1137;4.4454;81.11;1.9867;6.4843;13.438;0.061998;0.5073;18.984;19.679;9.9824
23.06.2009;97.07;5.1279;9.099;5.6512;10.613;0.8399;6.8162;1.8352;4.1273;4.4669;81.95;2.0015;6.5095;13.48;0.061932;0.5056;19.059;19.78;10.051
24.06.2009;96.28;5.1287;9.009;5.5939;10.608;0.8286;6.7347;1.8176;4.1314;4.416;81.71;1.9879;6.4217;13.344;0.061857;0.5007;18.813;19.531;9.96657
25.06.2009;96.97;5.1898;9.076;5.6025;10.594;0.8401;6.756;1.8413;4.15;4.463;81.97;2.0097;6.5108;13.524;0.063341;0.5056;19.079;19.76;10.0327
26.06.2009;96.61;5.1784;9.04;5.5913;10.582;0.8275;6.7212;1.8155;4.1477;4.4113;82.49;2.0113;6.4132;13.31;0.062747;0.5008;18.835;19.463;9.947
27.06.2009;96.61;5.1784;9.04;5.5913;10.582;0.8275;6.7212;1.8155;4.1477;4.4113;82.49;2.0113;6.4132;13.31;0.062747;0.5008;18.835;19.463;9.947
28.06.2009;96.61;5.1784;9.04;5.5913;10.582;0.8275;6.7212;1.8155;4.1477;4.4113;82.49;2.0113;6.4132;13.31;0.062747;0.5008;18.835;19.463;9.947
29.06.2009;96.76;5.1768;9.034;5.5642;10.645;0.8292;6.7403;1.8156;4.1683;4.4189;83.14;2.0093;6.4262;13.328;0.062581;0.4999;18.881;19.515;9.96262
30.06.2009;96.56;5.195;9.018;5.541;10.583;0.8233;6.6549;1.8152;4.1642;4.4117;83.4;2.0256;6.3804;13.288;0.062505;0.5003;18.733;19.455;9.90382
01.07.2009;96.31;5.1358;8.98;5.535;10.488;0.822;6.5773;1.8103;4.0787;4.4035;83.77;2.0454;6.3706;13.28;0.062269;0.4996;18.712;19.452;9.85415
02.07.2009;95.79;5.0999;8.9375;5.5166;10.425;0.8209;6.5741;1.8073;4.0317;4.3861;82.45;2.0526;6.3617;13.227;0.062176;0.501;18.659;19.354;9.84096
03.07.2009;96.06;5.1082;8.966;5.5335;10.471;0.8258;6.6751;1.8149;4.0535;4.4055;82.16;2.06;6.4002;13.326;0.06281;0.5057;18.774;19.466;9.88557
04.07.2009;96.06;5.1082;8.966;5.5335;10.471;0.8258;6.6751;1.8149;4.0535;4.4055;82.16;2.06;6.4002;13.326;0.06281;0.5057;18.774;19.466;9.88557
05.07.2009;96.06;5.1082;8.966;5.5335;10.471;0.8258;6.6751;1.8149;4.0535;4.4055;82.16;2.06;6.4002;13.326;0.06281;0.5057;18.774;19.466;9.88557
06.07.2009;97.06;5.1429;9.054;5.5913;10.513;0.8406;6.8363;1.8378;4.083;4.4678;82.91;2.0638;6.5151;13.5;0.063684;0.5136;19.092;19.749;10.034
07.07.2009;96.84;5.1799;9.0565;5.5825;10.484;0.8336;6.7783;1.8205;4.1173;4.4351;82.59;2.0705;6.4602;13.399;0.063004;0.5075;18.949;19.612;9.98818
08.07.2009;97.02;5.1201;9.077;5.601;10.494;0.8425;6.9279;1.8329;4.0946;4.4664;82.07;2.0472;6.5297;13.538;0.063705;0.5111;19.163;19.775;10.0751
09.07.2009;97.07;5.0889;9.074;5.6075;10.544;0.8369;6.9773;1.8199;4.0885;4.4463;82.65;2.0837;6.4861;13.482;0.063932;0.5077;19.035;19.667;10.0446
10.07.2009;97.21;5.0635;9.084;5.6033;10.587;0.8432;7.0853;1.8266;4.0827;4.4681;82.57;2.0768;6.5348;13.553;0.064089;0.5084;19.172;19.76;10.1065
11.07.2009;97.21;5.0635;9.084;5.6033;10.587;0.8432;7.0853;1.8266;4.0827;4.4681;82.57;2.0768;6.5348;13.553;0.064089;0.5084;19.172;19.76;10.1065
12.07.2009;97.21;5.0635;9.084;5.6033;10.587;0.8432;7.0853;1.8266;4.0827;4.4681;82.57;2.0768;6.5348;13.553;0.064089;0.5084;19.172;19.76;10.1065
13.07.2009;96.72;5.0361;9.07;5.5853;10.452;0.8374;7.0294;1.8018;4.0478;4.4281;82.07;2.0604;6.4902;13.435;0.063382;0.4951;19.002;19.566;10.0613
14.07.2009;96.67;5.108;9.0355;5.6408;10.536;0.8333;6.9323;1.8007;4.1093;4.4283;82.35;2.0744;6.4581;13.413;0.063255;0.4976;18.919;19.499;10.0095
15.07.2009;96.5;5.1387;9.019;5.7035;10.517;0.826;6.8549;1.7964;4.141;4.4081;82.18;2.1023;6.4014;13.361;0.063177;0.5016;18.786;19.417;9.94789
16.07.2009;96.21;5.1197;9.0015;5.7018;10.478;0.822;6.7869;1.7837;4.1193;4.3908;81.73;2.0983;6.3705;13.289;0.062923;0.5014;18.702;19.369;9.90759
17.07.2009;96.11;5.1053;8.996;5.7176;10.396;0.8238;6.8121;1.7907;4.1108;4.4016;81.43;2.075;6.3847;13.314;0.062733;0.5052;18.745;19.389;9.9139
18.07.2009;96.11;5.1053;8.996;5.7176;10.396;0.8238;6.8121;1.7907;4.1108;4.4016;81.43;2.075;6.3847;13.314;0.062733;0.5052;18.745;19.389;9.9139
19.07.2009;96.11;5.1053;8.996;5.7176;10.396;0.8238;6.8121;1.7907;4.1108;4.4016;81.43;2.075;6.3847;13.314;0.062733;0.5052;18.745;19.389;9.9139
20.07.2009;96.29;5.1448;9.0085;5.7372;10.474;0.8176;6.7008;1.7892;4.1487;4.3967;81.88;2.096;6.3364;13.22;0.063427;0.5083;18.628;19.33;9.87592
21.07.2009;95.83;5.1333;8.9515;5.7056;10.345;0.8121;6.6752;1.7769;4.1352;4.3685;82.18;2.105;6.2937;13.133;0.06259;0.5045;18.514;19.194;9.80483
22.07.2009;95.65;5.1103;8.92;5.6801;10.315;0.8111;6.7326;1.7691;4.1188;4.3555;82.54;2.0965;6.2857;13.105;0.062305;0.5019;18.479;19.193;9.79829
23.07.2009;95.92;5.1364;8.925;5.719;10.357;0.8093;6.649;1.7719;4.136;4.3528;82.97;2.1;6.2724;13.043;0.062552;0.5017;18.456;19.141;9.77487
24.07.2009;95.34;5.0882;8.86;5.7506;10.219;0.8036;6.5669;1.7644;4.0899;4.3247;83.59;2.1156;6.2276;12.956;0.062279;0.4991;18.335;18.969;9.70595
25.07.2009;95.34;5.0882;8.86;5.7506;10.219;0.8036;6.5669;1.7644;4.0899;4.3247;83.59;2.1156;6.2276;12.956;0.062279;0.4991;18.335;18.969;9.70595
26.07.2009;95.34;5.0882;8.86;5.7506;10.219;0.8036;6.5669;1.7644;4.0899;4.3247;83.59;2.1156;6.2276;12.956;0.062279;0.4991;18.335;18.969;9.70595
27.07.2009;94.78;5.0782;8.801;5.7027;10.171;0.7959;6.4899;1.753;4.0563;4.2838;83.61;2.1075;6.1679;12.842;0.061882;0.4965;18.159;18.793;9.61796
28.07.2009;94.44;5.1149;8.766;5.7004;10.167;0.7948;6.516;1.7554;4.0713;4.2767;82.82;2.0989;6.1607;12.828;0.062077;0.4972;18.149;18.8;9.61195
29.07.2009;94.81;5.1039;8.789;5.7313;10.207;0.8041;6.5658;1.7636;4.0961;4.3183;83.03;2.0962;6.2316;12.952;0.062582;0.5016;18.315;19.022;9.67969
30.07.2009;94.72;5.1338;8.749;5.7408;10.264;0.8033;6.5345;1.7629;4.0589;4.3107;83.71;2.0943;6.2257;12.942;0.062539;0.5041;18.282;18.946;9.65644
31.07.2009;94.4;5.1084;8.715;5.7208;10.186;0.7954;6.4398;1.75;4.0388;4.2769;84.32;2.0955;6.1642;12.827;0.061947;0.5041;18.114;18.828;9.57504
01.08.2009;94.4;5.1084;8.715;5.7208;10.186;0.7954;6.4398;1.75;4.0388;4.2769;84.32;2.0955;6.1642;12.827;0.061947;0.5041;18.114;18.828;9.57504
02.08.2009;94.4;5.1084;8.715;5.7208;10.186;0.7954;6.4398;1.75;4.0388;4.2769;84.32;2.0955;6.1642;12.827;0.061947;0.5041;18.114;18.828;9.57504
03.08.2009;93.97;5.0999;8.68;5.6829;10.221;0.783;6.3889;1.7302;4.0476;4.2315;84.29;2.1125;6.0687;12.627;0.061282;0.4972;17.841;18.536;9.49081
04.08.2009;94.27;5.0853;8.704;5.6633;10.259;0.7808;6.3897;1.7316;4.028;4.2207;84.47;2.1109;6.0512;12.647;0.061259;0.4965;17.805;18.511;9.49454
05.08.2009;93.67;5.0752;8.6685;5.5901;10.235;0.7762;6.3099;1.72;4.0608;4.1972;84.42;2.114;6.0156;12.567;0.060704;0.4919;17.698;18.402;9.43532
06.08.2009;93.59;5.0762;8.6635;5.6198;10.164;0.7779;6.3094;1.7272;4.0418;4.1991;84.35;2.0901;6.0289;12.624;0.060686;0.4925;17.741;18.443;9.44962
07.08.2009;94.39;5.0996;8.7515;5.6316;10.215;0.7865;6.3931;1.7413;4.1058;4.2425;84.96;2.1002;6.0956;12.765;0.061163;0.4968;17.941;18.615;9.54199
08.08.2009;94.39;5.0996;8.7515;5.6316;10.215;0.7865;6.3931;1.7413;4.1058;4.2425;84.96;2.1002;6.0956;12.765;0.061163;0.4968;17.941;18.615;9.54199
09.08.2009;94.39;5.0996;8.7515;5.6316;10.215;0.7865;6.3931;1.7413;4.1058;4.2425;84.96;2.1002;6.0956;12.765;0.061163;0.4968;17.941;18.615;9.54199
10.08.2009;94.22;5.1459;8.694;5.6598;10.186;0.7899;6.2995;1.7468;4.143;4.2476;85.13;2.1126;6.1217;12.836;0.061645;0.4989;17.992;18.659;9.51268
11.08.2009;95.29;5.2028;8.8265;5.681;10.283;0.8039;6.4559;1.7749;4.178;4.3079;85.29;2.1146;6.2308;13.058;0.062803;0.5017;18.302;18.969;9.67171
12.08.2009;94.35;5.0767;8.7325;5.5859;10.158;0.7951;6.4318;1.7456;4.1009;4.2579;85.07;2.0885;6.1627;12.823;0.061658;0.4941;18.088;18.705;9.57281
13.08.2009;93.12;5.0842;8.608;5.5712;10.025;0.777;6.2595;1.7166;4.095;4.1788;84.43;2.0952;6.0225;12.567;0.060513;0.4893;17.689;18.313;9.38347
14.08.2009;93.21;5.0868;8.6165;5.5558;10.001;0.7778;6.3539;1.7137;4.1455;4.1771;84.61;2.0894;6.0281;12.543;0.06048;0.4871;17.717;18.327;9.40499
15.08.2009;93.21;5.0868;8.6165;5.5558;10.001;0.7778;6.3539;1.7137;4.1455;4.1771;84.61;2.0894;6.0281;12.543;0.06048;0.4871;17.717;18.327;9.40499
16.08.2009;93.21;5.0868;8.6165;5.5558;10.001;0.7778;6.3539;1.7137;4.1455;4.1771;84.61;2.0894;6.0281;12.543;0.06048;0.4871;17.717;18.327;9.40499
17.08.2009;94.38;5.0712;8.7265;5.5864;10.113;0.8001;6.5642;1.7506;4.125;4.2706;84.82;2.0787;6.2013;12.819;0.061807;0.4927;18.199;18.803;9.61095
18.08.2009;93.95;5.0675;8.6735;5.5578;10.125;0.7935;6.467;1.7388;4.1332;4.2413;84.72;2.0827;6.151;12.746;0.061371;0.4921;18.062;18.663;9.55161
19.08.2009;93.82;5.0293;8.67;5.5375;10.072;0.7925;6.5409;1.7323;4.1074;4.2305;84.52;2.0675;6.1437;12.668;0.060645;0.4883;18.041;18.614;9.54492
20.08.2009;92.97;5.0196;8.5955;5.5099;9.951;0.7786;6.4093;1.7113;4.0824;4.1691;84.29;2.0702;6.0349;12.464;0.059996;0.4836;17.737;18.315;9.40951
21.08.2009;92.54;4.9747;8.555;5.5048;9.882;0.7702;6.3753;1.6955;4.0709;4.1489;84.34;2.0831;5.97;12.331;0.059606;0.4783;17.543;18.121;9.34325
22.08.2009;92.54;4.9747;8.555;5.5048;9.882;0.7702;6.3753;1.6955;4.0709;4.1489;84.34;2.0831;5.97;12.331;0.059606;0.4783;17.543;18.121;9.34325
23.08.2009;92.54;4.9747;8.555;5.5048;9.882;0.7702;6.3753;1.6955;4.0709;4.1489;84.34;2.0831;5.97;12.331;0.059606;0.4783;17.543;18.121;9.34325
24.08.2009;92.95;5.0402;8.5845;5.5585;9.888;0.7733;6.3322;1.7078;4.1143;4.1606;84.96;2.0875;5.9935;12.391;0.059901;0.4827;17.623;18.29;9.35949
25.08.2009;93.21;5.0484;8.6095;5.5866;9.85;0.7755;6.375;1.7078;4.1328;4.1682;85.33;2.1099;6.0105;12.424;0.059958;0.4819;17.67;18.272;9.38198
26.08.2009;93.26;5.0248;8.624;5.5389;9.822;0.7797;6.4205;1.715;4.1305;4.187;85.01;2.1069;6.0434;12.401;0.059861;0.4846;17.772;18.327;9.43218
27.08.2009;93.41;5.0547;8.644;5.5417;9.818;0.7816;6.4696;1.7145;4.1355;4.1965;85.07;2.1019;6.0583;12.396;0.059585;0.4856;17.805;18.406;9.44484
28.08.2009;93.2;5.0774;8.629;5.5592;9.824;0.775;6.4037;1.7059;4.1271;4.1742;85.03;2.1113;6.0074;12.311;0.059777;0.483;17.66;18.271;9.39512
29.08.2009;93.2;5.0774;8.629;5.5592;9.824;0.775;6.4037;1.7059;4.1271;4.1742;85.03;2.1113;6.0074;12.311;0.059777;0.483;17.66;18.271;9.39512
30.08.2009;93.2;5.0774;8.629;5.5592;9.824;0.775;6.4037;1.7059;4.1271;4.1742;85.03;2.1113;6.0074;12.311;0.059777;0.483;17.66;18.271;9.39512
31.08.2009;92.85;5.0372;8.607;5.4499;9.766;0.7781;6.4666;1.7125;4.1038;4.1777;84.22;2.0972;6.0307;12.354;0.059812;0.4826;17.735;18.322;9.44448
01.09.2009;92.88;5.0374;8.612;5.4952;9.77;0.7763;6.4626;1.7059;4.1102;4.1717;84.27;2.096;6.0165;12.343;0.059485;0.4847;17.689;18.301;9.39551
02.09.2009;93.59;5.0725;8.68;5.5216;9.919;0.7875;6.5942;1.7245;4.118;4.2288;84.12;2.0825;6.1041;12.483;0.060067;0.4891;17.924;18.573;9.52313
03.09.2009;92.86;5.0596;8.62;5.4758;9.855;0.7758;6.5071;1.7044;4.0999;4.1804;83.58;2.0917;6.0133;12.345;0.059477;0.483;17.658;18.294;9.41293
04.09.2009;92.95;5.089;8.608;5.5247;9.872;0.7788;6.4991;1.712;4.1283;4.1955;83.7;2.0921;6.0356;12.415;0.059669;0.4866;17.713;18.368;9.43276
05.09.2009;92.95;5.089;8.608;5.5247;9.872;0.7788;6.4991;1.712;4.1283;4.1955;83.7;2.0921;6.0356;12.415;0.059669;0.4866;17.713;18.368;9.43276
06.09.2009;92.95;5.089;8.608;5.5247;9.872;0.7788;6.4991;1.712;4.1283;4.1955;83.7;2.0921;6.0356;12.415;0.059669;0.4866;17.713;18.368;9.43276
07.09.2009;92.78;5.126;8.585;5.5642;9.828;0.773;6.4389;1.7044;4.1481;4.1805;84.2;2.0888;5.9909;12.321;0.059547;0.4855;17.598;18.233;9.38383
08.09.2009;92.45;5.1097;8.569;5.5345;9.808;0.7639;6.4154;1.6907;4.1217;4.1508;84.12;2.0955;5.9207;12.245;0.059266;0.4805;17.401;18.103;9.32226
09.09.2009;92.69;5.1146;8.611;5.4882;9.793;0.7651;6.4199;1.6959;4.1361;4.1603;84.17;2.088;5.9296;12.249;0.059749;0.4833;17.432;18.136;9.33396
10.09.2009;93.19;5.1067;8.6635;5.4864;9.893;0.7685;6.4692;1.7047;4.145;4.1758;84.58;2.0792;5.9563;12.316;0.059949;0.4864;17.511;18.215;9.39349
11.09.2009;92.91;5.1065;8.634;5.4896;9.88;0.7634;6.5103;1.6939;4.1791;4.1606;84.54;2.0594;5.9161;12.242;0.059675;0.4847;17.423;18.135;9.37113
12.09.2009;92.91;5.1065;8.634;5.4896;9.88;0.7634;6.5103;1.6939;4.1791;4.1606;84.54;2.0594;5.9161;12.242;0.059675;0.4847;17.423;18.135;9.37113
13.09.2009;92.91;5.1065;8.634;5.4896;9.88;0.7634;6.5103;1.6939;4.1791;4.1606;84.54;2.0594;5.9161;12.242;0.059675;0.4847;17.423;18.135;9.37113
14.09.2009;93.17;5.1102;8.6685;5.4591;9.862;0.7682;6.5522;1.697;4.1639;4.1774;84.47;2.062;5.9532;12.276;0.059802;0.486;17.534;18.227;9.40884
15.09.2009;92.81;5.0776;8.639;5.4439;9.741;0.7629;6.4828;1.6881;4.1369;4.1542;84.33;2.0749;5.9127;12.233;0.059571;0.4853;17.444;18.14;9.35209
16.09.2009;92.63;5.1098;8.6065;5.4832;9.673;0.7569;6.4906;1.6852;4.1797;4.1539;84.88;2.0792;5.8663;12.209;0.060542;0.4844;17.379;18.081;9.30687
17.09.2009;92.83;5.1156;8.6265;5.5044;9.687;0.7566;6.4195;1.6895;4.1658;4.141;85.3;2.0915;5.8636;12.28;0.06047;0.4868;17.391;18.095;9.30885
18.09.2009;92.91;5.1028;8.641;5.4857;9.598;0.7582;6.4403;1.6886;4.1728;4.1537;85.45;2.0926;5.8762;12.319;0.060581;0.4864;17.434;18.145;9.31067
19.09.2009;92.91;5.1028;8.641;5.4857;9.598;0.7582;6.4403;1.6886;4.1728;4.1537;85.45;2.0926;5.8762;12.319;0.060581;0.4864;17.434;18.145;9.31067
20.09.2009;92.91;5.1028;8.641;5.4857;9.598;0.7582;6.4403;1.6886;4.1728;4.1537;85.45;2.0926;5.8762;12.319;0.060581;0.4864;17.434;18.145;9.31067
21.09.2009;92.92;5.0832;8.65;5.4816;9.541;0.7614;6.3856;1.6957;4.1527;4.1611;85.31;2.0798;5.9012;12.374;0.060835;0.4897;17.498;18.2;9.31626
22.09.2009;92.64;5.0987;8.628;5.4653;9.537;0.7532;6.3869;1.6775;4.2121;4.1356;85.48;2.0734;5.8376;12.284;0.060265;0.485;17.365;18.048;9.2664
23.09.2009;92.02;5.0657;8.564;5.4223;9.522;0.7474;6.3456;1.6717;4.2046;4.1017;84.98;2.0427;5.7931;12.211;0.059715;0.4852;17.265;17.894;9.19681
24.09.2009;91.39;5.0415;8.51;5.3715;9.345;0.7435;6.3579;1.6638;4.1734;4.0817;84.17;2.0415;5.7625;12.182;0.059689;0.4819;17.178;17.799;9.14263
25.09.2009;91.29;5.0153;8.502;5.3022;9.254;0.7478;6.4122;1.6697;4.155;4.0901;83.73;2.0262;5.7955;12.249;0.060024;0.4886;17.251;17.885;9.17547
26.09.2009;91.29;5.0153;8.502;5.3022;9.254;0.7478;6.4122;1.6697;4.155;4.0901;83.73;2.0262;5.7955;12.249;0.060024;0.4886;17.251;17.885;9.17547
27.09.2009;91.29;5.0153;8.502;5.3022;9.254;0.7478;6.4122;1.6697;4.155;4.0901;83.73;2.0262;5.7955;12.249;0.060024;0.4886;17.251;17.885;9.17547
28.09.2009;91.47;5.0441;8.5275;5.3207;9.242;0.751;6.5021;1.6726;4.15;4.1015;83.36;2.0257;5.8208;12.224;0.059819;0.4867;17.334;17.935;9.20095
29.09.2009;91.59;5.1019;8.515;5.3685;9.339;0.7552;6.5045;1.6791;4.182;4.1253;83.21;2.0209;5.8526;12.298;0.060181;0.4934;17.411;18.053;9.23282
30.09.2009;90.95;5.0976;8.46;5.3854;9.304;0.7455;6.4546;1.6693;4.1702;4.0961;82.68;2.0002;5.7775;12.205;0.059872;0.4907;17.27;18.041;9.15372
01.10.2009;90.97;5.1064;8.4455;5.4134;9.272;0.7495;6.4578;1.676;4.1932;4.1113;82.89;1.9895;5.8089;12.345;0.060348;0.4929;17.343;18.088;9.16223
02.10.2009;90.97;5.0166;8.447;5.3273;9.21;0.7498;6.5002;1.67;4.1492;4.1039;82.42;1.9904;5.8107;12.355;0.060244;0.4948;17.361;18.009;9.16351
03.10.2009;90.97;5.0166;8.447;5.3273;9.21;0.7498;6.5002;1.67;4.1492;4.1039;82.42;1.9904;5.8107;12.355;0.060244;0.4948;17.361;18.009;9.16351
04.10.2009;90.97;5.0166;8.447;5.3273;9.21;0.7498;6.5002;1.67;4.1492;4.1039;82.42;1.9904;5.8107;12.355;0.060244;0.4948;17.361;18.009;9.16351
05.10.2009;90.69;5.0536;8.446;5.382;9.209;0.7456;6.4272;1.6699;4.1698;4.095;81.98;2.0073;5.7786;12.374;0.060514;0.4924;17.268;17.938;9.13194
06.10.2009;89.99;5.0591;8.385;5.3585;9.055;0.7349;6.3905;1.6581;4.1848;4.0619;81.75;2.0078;5.6956;12.224;0.060493;0.4867;17.081;17.718;9.03403
07.10.2009;89.66;5.0654;8.364;5.3802;9.043;0.7345;6.4004;1.6656;4.1768;4.0637;80.73;1.9829;5.6921;12.215;0.060376;0.4864;17.055;17.741;9.02827
08.10.2009;89.57;5.1103;8.3533;5.3482;9.08;0.7301;6.403;1.6686;4.1863;4.0682;80.99;1.9731;5.6583;12.178;0.059979;0.4848;16.984;17.608;9.0016
09.10.2009;89.09;5.0973;8.3025;5.3919;8.997;0.7263;6.332;1.6565;4.1479;4.0433;80.79;1.9508;5.6288;12.115;0.059535;0.4834;16.896;17.484;8.93756
10.10.2009;89.09;5.0973;8.3025;5.3919;8.997;0.7263;6.332;1.6565;4.1479;4.0433;80.79;1.9508;5.6288;12.115;0.059535;0.4834;16.896;17.484;8.93756
11.10.2009;89.09;5.0973;8.3025;5.3919;8.997;0.7263;6.332;1.6565;4.1479;4.0433;80.79;1.9508;5.6288;12.115;0.059535;0.4834;16.896;17.484;8.93756
