DATE,EUR_NOK,Q,d_pi,dI_t
2000-01-31,8.082500,2.030652,0.001817,1.750000
2000-02-01,8.073000,2.027659,0.001817,1.750000
2000-02-02,8.017500,2.020760,0.001817,1.750000
2000-02-03,8.047500,2.024495,0.001817,1.750000
2000-02-04,8.083000,2.028897,0.001817,1.750000
2000-02-05,8.083000,2.028897,0.001817,1.750000
2000-02-06,8.083000,2.028897,0.001817,1.750000
2000-02-07,8.059000,2.025923,0.001817,1.750000
2000-02-08,8.072000,2.027535,0.001817,1.750000
2000-02-09,8.082500,2.028835,0.001817,1.750000
2000-02-10,8.069500,2.027225,0.001817,1.750000
2000-02-11,8.039500,2.023500,0.001817,1.750000
2000-02-12,8.039500,2.023500,0.001817,1.750000
2000-02-13,8.039500,2.023500,0.001817,1.750000
2000-02-14,8.079500,2.028463,0.001817,1.750000
2000-02-15,8.068500,2.027101,0.001817,1.750000
2000-02-16,8.112500,2.032540,0.001817,1.750000
2000-02-17,8.156500,2.037949,0.001817,1.750000
2000-02-18,8.145500,2.036599,0.001817,1.750000
2000-02-19,8.145500,2.036599,0.001817,1.750000
2000-02-20,8.145500,2.036599,0.001817,1.750000
2000-02-21,8.170000,2.039602,0.001817,1.750000
2000-02-22,8.191500,2.042230,0.001817,1.750000
2000-02-23,8.195500,2.042719,0.001817,1.750000
2000-02-24,8.147500,2.036845,0.001817,1.750000
2000-02-25,8.127500,2.034387,0.001817,1.750000
2000-02-26,8.127500,2.034387,0.001817,1.750000
2000-02-27,8.127500,2.034387,0.001817,1.750000
2000-02-28,8.062500,2.026357,0.001817,1.750000
2000-02-29,8.080500,2.028587,0.001817,1.750000
2000-03-01,8.082500,2.029388,-0.000553,1.750000
2000-03-02,8.070000,2.027840,-0.000553,1.750000
2000-03-03,8.084000,2.029573,-0.000553,1.750000
2000-03-04,8.084000,2.029573,-0.000553,1.750000
2000-03-05,8.084000,2.029573,-0.000553,1.750000
2000-03-06,8.076500,2.028645,-0.000553,1.750000
2000-03-07,8.084000,2.029573,-0.000553,1.750000
2000-03-08,8.085000,2.029697,-0.000553,1.750000
2000-03-09,8.117500,2.033709,-0.000553,1.750000
2000-03-10,8.099500,2.031489,-0.000553,1.750000
2000-03-11,8.099500,2.031489,-0.000553,1.750000
2000-03-12,8.099500,2.031489,-0.000553,1.750000
2000-03-13,8.120500,2.034078,-0.000553,1.750000
2000-03-14,8.121000,2.034140,-0.000553,1.750000
2000-03-15,8.140000,2.036477,-0.000553,1.750000
2000-03-16,8.158500,2.038747,-0.000553,1.750000
2000-03-17,8.154000,2.038195,-0.000553,1.750000
2000-03-18,8.154000,2.038195,-0.000553,1.750000
2000-03-19,8.154000,2.038195,-0.000553,1.750000
2000-03-20,8.170500,2.040217,-0.000553,1.750000
2000-03-21,8.166000,2.039666,-0.000553,1.750000
2000-03-22,8.147500,2.037398,-0.000553,1.750000
2000-03-23,8.106000,2.032291,-0.000553,1.750000
2000-03-24,8.130000,2.035248,-0.000553,1.750000
2000-03-25,8.130000,2.035248,-0.000553,1.750000
2000-03-26,8.130000,2.035248,-0.000553,1.750000
2000-03-27,8.127000,2.034879,-0.000553,1.750000
2000-03-28,8.081000,2.029202,-0.000553,1.750000
2000-03-29,8.062500,2.026910,-0.000553,1.750000
2000-03-30,8.081500,2.029264,-0.000553,1.750000
2000-03-31,8.088500,2.030130,-0.000553,1.750000
2000-04-01,8.088500,2.024848,0.005282,1.750000
2000-04-02,8.088500,2.024848,0.005282,1.750000
2000-04-03,8.109000,2.027379,0.005282,1.750000
2000-04-04,8.114500,2.028057,0.005282,1.750000
2000-04-05,8.157000,2.033281,0.005282,1.750000
2000-04-06,8.133000,2.030335,0.005282,1.750000
2000-04-07,8.127000,2.029597,0.005282,1.750000
2000-04-08,8.127000,2.029597,0.005282,1.750000
2000-04-09,8.127000,2.029597,0.005282,1.750000
2000-04-10,8.146500,2.031993,0.005282,1.750000
2000-04-11,8.176500,2.035669,0.005282,1.750000
2000-04-12,8.158500,2.033465,0.005282,1.750000
2000-04-13,8.148000,2.032177,0.005282,2.000000
2000-04-14,8.149000,2.032300,0.005282,2.000000
2000-04-15,8.149000,2.032300,0.005282,2.000000
2000-04-16,8.149000,2.032300,0.005282,2.000000
2000-04-17,8.207500,2.039453,0.005282,2.000000
2000-04-18,8.177500,2.035791,0.005282,2.000000
2000-04-19,8.172000,2.035118,0.005282,2.000000
2000-04-20,8.172000,2.035118,0.005282,2.000000
2000-04-21,8.172000,2.035118,0.005282,2.000000
2000-04-22,8.172000,2.035118,0.005282,2.000000
2000-04-23,8.172000,2.035118,0.005282,2.000000
2000-04-24,8.172000,2.035118,0.005282,2.000000
2000-04-25,8.163000,2.034017,0.005282,2.000000
2000-04-26,8.153500,2.032852,0.005282,2.000000
2000-04-27,8.175000,2.035486,0.005282,2.000000
2000-04-28,8.147500,2.032116,0.005282,2.000000
2000-04-29,8.147500,2.032116,0.005282,2.000000
2000-04-30,8.147500,2.032116,0.005282,2.000000
2000-05-01,8.147500,2.033305,-0.001189,2.000000
2000-05-02,8.138500,2.032199,-0.001189,2.000000
2000-05-03,8.060000,2.022507,-0.001189,2.000000
2000-05-04,8.105500,2.028136,-0.001189,2.000000
2000-05-05,8.125000,2.030539,-0.001189,2.000000
2000-05-06,8.125000,2.030539,-0.001189,2.000000
2000-05-07,8.125000,2.030539,-0.001189,2.000000
2000-05-08,8.137500,2.032076,-0.001189,2.000000
2000-05-09,8.149500,2.033550,-0.001189,2.000000
2000-05-10,8.193500,2.038935,-0.001189,2.000000
2000-05-11,8.224000,2.042650,-0.001189,2.000000
2000-05-12,8.171500,2.036246,-0.001189,2.000000
2000-05-13,8.171500,2.036246,-0.001189,2.000000
2000-05-14,8.171500,2.036246,-0.001189,2.000000
2000-05-15,8.199000,2.039606,-0.001189,2.000000
2000-05-16,8.175000,2.036674,-0.001189,2.000000
2000-05-17,8.175000,2.036674,-0.001189,2.000000
2000-05-18,8.156500,2.034409,-0.001189,2.000000
2000-05-19,8.150500,2.033673,-0.001189,2.000000
2000-05-20,8.150500,2.033673,-0.001189,2.000000
2000-05-21,8.150500,2.033673,-0.001189,2.000000
2000-05-22,8.215500,2.041616,-0.001189,2.000000
2000-05-23,8.266500,2.047805,-0.001189,2.000000
2000-05-24,8.274500,2.048772,-0.001189,2.000000
2000-05-25,8.249000,2.045685,-0.001189,2.000000
2000-05-26,8.286000,2.050161,-0.001189,2.000000
2000-05-27,8.286000,2.050161,-0.001189,2.000000
2000-05-28,8.286000,2.050161,-0.001189,2.000000
2000-05-29,8.307500,2.052752,-0.001189,2.000000
2000-05-30,8.342500,2.056956,-0.001189,2.000000
2000-05-31,8.305000,2.052451,-0.001189,2.000000
2000-06-01,8.305000,2.052434,0.000017,2.000000
2000-06-02,8.312000,2.053277,0.000017,2.000000
2000-06-03,8.312000,2.053277,0.000017,2.000000
2000-06-04,8.312000,2.053277,0.000017,2.000000
2000-06-05,8.287000,2.050265,0.000017,2.000000
2000-06-06,8.279000,2.049299,0.000017,2.000000
2000-06-07,8.271500,2.048392,0.000017,2.000000
2000-06-08,8.309500,2.052976,0.000017,2.000000
2000-06-09,8.324500,2.054780,0.000017,2.000000
2000-06-10,8.324500,2.054780,0.000017,2.000000
2000-06-11,8.324500,2.054780,0.000017,2.000000
2000-06-12,8.324500,2.054780,0.000017,2.000000
2000-06-13,8.284000,2.049903,0.000017,2.000000
2000-06-14,8.248500,2.045608,0.000017,2.000000
2000-06-15,8.224000,2.042633,0.000017,2.500000
2000-06-16,8.248500,2.045608,0.000017,2.500000
2000-06-17,8.248500,2.045608,0.000017,2.500000
2000-06-18,8.248500,2.045608,0.000017,2.500000
2000-06-19,8.267000,2.047848,0.000017,2.500000
2000-06-20,8.226500,2.042937,0.000017,2.500000
2000-06-21,8.223000,2.042512,0.000017,2.500000
2000-06-22,8.213500,2.041356,0.000017,2.500000
2000-06-23,8.202500,2.040016,0.000017,2.500000
2000-06-24,8.202500,2.040016,0.000017,2.500000
2000-06-25,8.202500,2.040016,0.000017,2.500000
2000-06-26,8.179000,2.037146,0.000017,2.500000
2000-06-27,8.212500,2.041234,0.000017,2.500000
2000-06-28,8.175000,2.036657,0.000017,2.500000
2000-06-29,8.178500,2.037085,0.000017,2.500000
2000-06-30,8.185000,2.037880,0.000017,2.500000
2000-07-01,8.185000,2.042900,-0.005020,2.500000
2000-07-02,8.185000,2.042900,-0.005020,2.500000
2000-07-03,8.169000,2.040943,-0.005020,2.500000
2000-07-04,8.180000,2.042289,-0.005020,2.500000
2000-07-05,8.187000,2.043144,-0.005020,2.500000
2000-07-06,8.180000,2.042289,-0.005020,2.500000
2000-07-07,8.173000,2.041433,-0.005020,2.500000
2000-07-08,8.173000,2.041433,-0.005020,2.500000
2000-07-09,8.173000,2.041433,-0.005020,2.500000
2000-07-10,8.165500,2.040515,-0.005020,2.500000
2000-07-11,8.175500,2.041739,-0.005020,2.500000
2000-07-12,8.151500,2.038799,-0.005020,2.500000
2000-07-13,8.147500,2.038308,-0.005020,2.500000
2000-07-14,8.151500,2.038799,-0.005020,2.500000
2000-07-15,8.151500,2.038799,-0.005020,2.500000
2000-07-16,8.151500,2.038799,-0.005020,2.500000
2000-07-17,8.166000,2.040576,-0.005020,2.500000
2000-07-18,8.189500,2.043450,-0.005020,2.500000
2000-07-19,8.173500,2.041494,-0.005020,2.500000
2000-07-20,8.189000,2.043389,-0.005020,2.500000
2000-07-21,8.183500,2.042717,-0.005020,2.500000
2000-07-22,8.183500,2.042717,-0.005020,2.500000
2000-07-23,8.183500,2.042717,-0.005020,2.500000
2000-07-24,8.191500,2.043694,-0.005020,2.500000
2000-07-25,8.168000,2.040821,-0.005020,2.500000
2000-07-26,8.182500,2.042595,-0.005020,2.500000
2000-07-27,8.195000,2.044121,-0.005020,2.500000
2000-07-28,8.183500,2.042717,-0.005020,2.500000
2000-07-29,8.183500,2.042717,-0.005020,2.500000
2000-07-30,8.183500,2.042717,-0.005020,2.500000
2000-07-31,8.199000,2.044609,-0.005020,2.500000
2000-08-01,8.198500,2.045336,-0.000788,2.500000
2000-08-02,8.180000,2.043077,-0.000788,2.500000
2000-08-03,8.158500,2.040445,-0.000788,2.500000
2000-08-04,8.121500,2.035899,-0.000788,2.500000
2000-08-05,8.121500,2.035899,-0.000788,2.500000
2000-08-06,8.121500,2.035899,-0.000788,2.500000
2000-08-07,8.094500,2.032569,-0.000788,2.500000
2000-08-08,8.116500,2.035284,-0.000788,2.500000
2000-08-09,8.067000,2.029166,-0.000788,2.500000
2000-08-10,8.087000,2.031642,-0.000788,3.000000
2000-08-11,8.119500,2.035653,-0.000788,3.000000
2000-08-12,8.119500,2.035653,-0.000788,3.000000
2000-08-13,8.119500,2.035653,-0.000788,3.000000
2000-08-14,8.070000,2.029538,-0.000788,3.000000
2000-08-15,8.114000,2.034975,-0.000788,3.000000
2000-08-16,8.099000,2.033125,-0.000788,3.000000
2000-08-17,8.090000,2.032013,-0.000788,3.000000
2000-08-18,8.061000,2.028422,-0.000788,3.000000
2000-08-19,8.061000,2.028422,-0.000788,3.000000
2000-08-20,8.061000,2.028422,-0.000788,3.000000
2000-08-21,8.043500,2.026249,-0.000788,3.000000
2000-08-22,8.043500,2.026249,-0.000788,3.000000
2000-08-23,8.052500,2.027367,-0.000788,3.000000
2000-08-24,8.101500,2.033434,-0.000788,3.000000
2000-08-25,8.095500,2.032693,-0.000788,3.000000
2000-08-26,8.095500,2.032693,-0.000788,3.000000
2000-08-27,8.095500,2.032693,-0.000788,3.000000
2000-08-28,8.074500,2.030095,-0.000788,3.000000
2000-08-29,8.071500,2.029724,-0.000788,3.000000
2000-08-30,8.071500,2.029724,-0.000788,3.000000
2000-08-31,8.074500,2.030095,-0.000788,3.000000
2000-09-01,8.072500,2.026379,0.003469,3.000000
2000-09-02,8.072500,2.026379,0.003469,3.000000
2000-09-03,8.072500,2.026379,0.003469,3.000000
2000-09-04,8.081500,2.027493,0.003469,3.000000
2000-09-05,8.074000,2.026564,0.003469,3.000000
2000-09-06,8.051500,2.023774,0.003469,3.000000
2000-09-07,8.015500,2.019293,0.003469,3.000000
2000-09-08,8.038500,2.022158,0.003469,3.000000
2000-09-09,8.038500,2.022158,0.003469,3.000000
2000-09-10,8.038500,2.022158,0.003469,3.000000
2000-09-11,8.024000,2.020353,0.003469,3.000000
2000-09-12,7.980000,2.014854,0.003469,3.000000
2000-09-13,8.043500,2.022780,0.003469,3.000000
2000-09-14,8.040500,2.022407,0.003469,3.000000
2000-09-15,8.018000,2.019604,0.003469,3.000000
2000-09-16,8.018000,2.019604,0.003469,3.000000
2000-09-17,8.018000,2.019604,0.003469,3.000000
2000-09-18,7.991000,2.016231,0.003469,3.000000
2000-09-19,8.005500,2.018044,0.003469,3.000000
2000-09-20,7.966500,2.013161,0.003469,3.000000
2000-09-21,7.992000,2.016357,0.003469,3.250000
2000-09-22,8.034500,2.021660,0.003469,3.250000
2000-09-23,8.034500,2.021660,0.003469,3.250000
2000-09-24,8.034500,2.021660,0.003469,3.250000
2000-09-25,8.027000,2.020726,0.003469,3.250000
2000-09-26,8.021500,2.020041,0.003469,3.250000
2000-09-27,8.044000,2.022842,0.003469,3.250000
2000-09-28,8.012500,2.018918,0.003469,3.250000
2000-09-29,8.025500,2.020539,0.003469,3.250000
2000-09-30,8.025500,2.020539,0.003469,3.250000
2000-10-01,8.025500,2.020801,-0.000261,3.250000
2000-10-02,8.043000,2.022979,-0.000261,3.250000
2000-10-03,8.034500,2.021922,-0.000261,3.250000
2000-10-04,8.035000,2.021984,-0.000261,3.250000
2000-10-05,8.048000,2.023600,-0.000261,3.250000
2000-10-06,8.035500,2.022046,-0.000261,3.250000
2000-10-07,8.035500,2.022046,-0.000261,3.250000
2000-10-08,8.035500,2.022046,-0.000261,3.250000
2000-10-09,8.045000,2.023228,-0.000261,3.250000
2000-10-10,8.057500,2.024780,-0.000261,3.250000
2000-10-11,8.073000,2.026702,-0.000261,3.250000
2000-10-12,8.054000,2.024346,-0.000261,3.250000
2000-10-13,8.047000,2.023476,-0.000261,3.250000
2000-10-14,8.047000,2.023476,-0.000261,3.250000
2000-10-15,8.047000,2.023476,-0.000261,3.250000
2000-10-16,8.009000,2.018743,-0.000261,3.250000
2000-10-17,8.037500,2.022295,-0.000261,3.250000
2000-10-18,8.046500,2.023414,-0.000261,3.250000
2000-10-19,8.007000,2.018493,-0.000261,3.250000
2000-10-20,8.004000,2.018118,-0.000261,3.250000
2000-10-21,8.004000,2.018118,-0.000261,3.250000
2000-10-22,8.004000,2.018118,-0.000261,3.250000
2000-10-23,7.941500,2.010279,-0.000261,3.250000
2000-10-24,7.946500,2.010908,-0.000261,3.250000
2000-10-25,7.946000,2.010846,-0.000261,3.250000
2000-10-26,7.927000,2.008452,-0.000261,3.250000
2000-10-27,7.926500,2.008388,-0.000261,3.250000
2000-10-28,7.926500,2.008388,-0.000261,3.250000
2000-10-29,7.926500,2.008388,-0.000261,3.250000
2000-10-30,7.933000,2.009208,-0.000261,3.250000
2000-10-31,7.873500,2.001680,-0.000261,3.250000
2000-11-01,7.876500,2.001695,0.000365,3.250000
2000-11-02,7.939500,2.009662,0.000365,3.250000
2000-11-03,7.977000,2.014374,0.000365,3.250000
2000-11-04,7.977000,2.014374,0.000365,3.250000
2000-11-05,7.977000,2.014374,0.000365,3.250000
2000-11-06,7.977000,2.014374,0.000365,3.250000
2000-11-07,7.978500,2.014562,0.000365,3.250000
2000-11-08,7.963500,2.012680,0.000365,3.250000
2000-11-09,7.939000,2.009599,0.000365,3.250000
2000-11-10,8.000000,2.017253,0.000365,3.250000
2000-11-11,8.000000,2.017253,0.000365,3.250000
2000-11-12,8.000000,2.017253,0.000365,3.250000
2000-11-13,7.989000,2.015877,0.000365,3.250000
2000-11-14,8.022500,2.020062,0.000365,3.250000
2000-11-15,8.036500,2.021805,0.000365,3.250000
2000-11-16,8.013500,2.018939,0.000365,3.250000
2000-11-17,8.003500,2.017691,0.000365,3.250000
2000-11-18,8.003500,2.017691,0.000365,3.250000
2000-11-19,8.003500,2.017691,0.000365,3.250000
2000-11-20,7.986500,2.015564,0.000365,3.250000
2000-11-21,8.034500,2.021556,0.000365,3.250000
2000-11-22,8.008500,2.018315,0.000365,3.250000
2000-11-23,8.009000,2.018378,0.000365,3.250000
2000-11-24,8.022000,2.019999,0.000365,3.250000
2000-11-25,8.022000,2.019999,0.000365,3.250000
2000-11-26,8.022000,2.019999,0.000365,3.250000
2000-11-27,8.015000,2.019126,0.000365,3.250000
2000-11-28,8.019000,2.019625,0.000365,3.250000
2000-11-29,8.028000,2.020747,0.000365,3.250000
2000-11-30,8.052500,2.023794,0.000365,3.250000
2000-12-01,8.081500,2.032260,-0.004871,3.250000
2000-12-02,8.081500,2.032260,-0.004871,3.250000
2000-12-03,8.081500,2.032260,-0.004871,3.250000
2000-12-04,8.107500,2.035472,-0.004871,3.250000
2000-12-05,8.103500,2.034979,-0.004871,3.250000
2000-12-06,8.065500,2.030278,-0.004871,3.250000
2000-12-07,8.115000,2.036397,-0.004871,3.250000
2000-12-08,8.112000,2.036027,-0.004871,3.250000
2000-12-09,8.112000,2.036027,-0.004871,3.250000
2000-12-10,8.112000,2.036027,-0.004871,3.250000
2000-12-11,8.090500,2.033373,-0.004871,3.250000
2000-12-12,8.072000,2.031084,-0.004871,3.250000
2000-12-13,8.108500,2.035596,-0.004871,3.250000
2000-12-14,8.111500,2.035966,-0.004871,3.250000
2000-12-15,8.140000,2.039473,-0.004871,3.250000
2000-12-16,8.140000,2.039473,-0.004871,3.250000
2000-12-17,8.140000,2.039473,-0.004871,3.250000
2000-12-18,8.080000,2.032075,-0.004871,3.250000
2000-12-19,8.108500,2.035596,-0.004871,3.250000
2000-12-20,8.136500,2.039043,-0.004871,3.250000
2000-12-21,8.177000,2.044008,-0.004871,3.250000
2000-12-22,8.191500,2.045780,-0.004871,3.250000
2000-12-23,8.191500,2.045780,-0.004871,3.250000
2000-12-24,8.191500,2.045780,-0.004871,3.250000
2000-12-25,8.191500,2.045780,-0.004871,3.250000
2000-12-26,8.191500,2.045780,-0.004871,3.250000
2000-12-27,8.248500,2.052714,-0.004871,3.250000
2000-12-28,8.252500,2.053199,-0.004871,3.250000
2000-12-29,8.233500,2.050894,-0.004871,3.250000
2000-12-30,8.233500,2.050894,-0.004871,3.250000
2000-12-31,8.233500,2.050894,-0.004871,3.250000
2001-01-01,8.233500,2.041701,0.009193,3.250000
2001-01-02,8.306500,2.050528,0.009193,3.250000
2001-01-03,8.314500,2.051491,0.009193,3.250000
2001-01-04,8.271000,2.046245,0.009193,3.250000
2001-01-05,8.291000,2.048660,0.009193,3.250000
2001-01-06,8.291000,2.048660,0.009193,3.250000
2001-01-07,8.291000,2.048660,0.009193,3.250000
2001-01-08,8.298000,2.049504,0.009193,3.250000
2001-01-09,8.249500,2.043642,0.009193,3.250000
2001-01-10,8.205000,2.038233,0.009193,3.250000
2001-01-11,8.200000,2.037624,0.009193,3.250000
2001-01-12,8.185000,2.035793,0.009193,3.250000
2001-01-13,8.185000,2.035793,0.009193,3.250000
2001-01-14,8.185000,2.035793,0.009193,3.250000
2001-01-15,8.211000,2.038964,0.009193,3.250000
2001-01-16,8.208000,2.038599,0.009193,3.250000
2001-01-17,8.223000,2.040425,0.009193,3.250000
2001-01-18,8.227000,2.040911,0.009193,3.250000
2001-01-19,8.227000,2.040911,0.009193,3.250000
2001-01-20,8.227000,2.040911,0.009193,3.250000
2001-01-21,8.227000,2.040911,0.009193,3.250000
2001-01-22,8.211000,2.038964,0.009193,3.250000
2001-01-23,8.275500,2.046789,0.009193,3.250000
2001-01-24,8.256000,2.044430,0.009193,3.250000
2001-01-25,8.226000,2.040790,0.009193,3.250000
2001-01-26,8.210000,2.038843,0.009193,3.250000
2001-01-27,8.210000,2.038843,0.009193,3.250000
2001-01-28,8.210000,2.038843,0.009193,3.250000
2001-01-29,8.195000,2.037014,0.009193,3.250000
2001-01-30,8.186500,2.035976,0.009193,3.250000
2001-01-31,8.205000,2.038233,0.009193,3.250000
2001-02-01,8.213000,2.033694,0.005514,3.250000
2001-02-02,8.205000,2.032720,0.005514,3.250000
2001-02-03,8.205000,2.032720,0.005514,3.250000
2001-02-04,8.205000,2.032720,0.005514,3.250000
2001-02-05,8.204000,2.032598,0.005514,3.250000
2001-02-06,8.175000,2.029057,0.005514,3.250000
2001-02-07,8.187500,2.030585,0.005514,3.250000
2001-02-08,8.171500,2.028628,0.005514,3.250000
2001-02-09,8.185500,2.030340,0.005514,3.250000
2001-02-10,8.185500,2.030340,0.005514,3.250000
2001-02-11,8.185500,2.030340,0.005514,3.250000
2001-02-12,8.202000,2.032354,0.005514,3.250000
2001-02-13,8.216500,2.034120,0.005514,3.250000
2001-02-14,8.219000,2.034424,0.005514,3.250000
2001-02-15,8.207500,2.033024,0.005514,3.250000
2001-02-16,8.195000,2.031500,0.005514,3.250000
2001-02-17,8.195000,2.031500,0.005514,3.250000
2001-02-18,8.195000,2.031500,0.005514,3.250000
2001-02-19,8.206000,2.032841,0.005514,3.250000
2001-02-20,8.219500,2.034485,0.005514,3.250000
2001-02-21,8.242500,2.037280,0.005514,3.250000
2001-02-22,8.260000,2.039400,0.005514,3.250000
2001-02-23,8.245500,2.037644,0.005514,3.250000
2001-02-24,8.245500,2.037644,0.005514,3.250000
2001-02-25,8.245500,2.037644,0.005514,3.250000
2001-02-26,8.223000,2.034911,0.005514,3.250000
2001-02-27,8.228500,2.035580,0.005514,3.250000
2001-02-28,8.244000,2.037462,0.005514,3.250000
2001-03-01,8.232000,2.040115,-0.004110,3.250000
2001-03-02,8.219500,2.038596,-0.004110,3.250000
2001-03-03,8.219500,2.038596,-0.004110,3.250000
2001-03-04,8.219500,2.038596,-0.004110,3.250000
2001-03-05,8.226000,2.039386,-0.004110,3.250000
2001-03-06,8.231500,2.040054,-0.004110,3.250000
2001-03-07,8.215500,2.038109,-0.004110,3.250000
2001-03-08,8.221000,2.038778,-0.004110,3.250000
2001-03-09,8.207000,2.037074,-0.004110,3.250000
2001-03-10,8.207000,2.037074,-0.004110,3.250000
2001-03-11,8.207000,2.037074,-0.004110,3.250000
2001-03-12,8.222000,2.038900,-0.004110,3.250000
2001-03-13,8.234500,2.040419,-0.004110,3.250000
2001-03-14,8.213000,2.037804,-0.004110,3.250000
2001-03-15,8.183500,2.034206,-0.004110,3.250000
2001-03-16,8.169500,2.032494,-0.004110,3.250000
2001-03-17,8.169500,2.032494,-0.004110,3.250000
2001-03-18,8.169500,2.032494,-0.004110,3.250000
2001-03-19,8.123000,2.026786,-0.004110,3.250000
2001-03-20,8.126500,2.027217,-0.004110,3.250000
2001-03-21,8.123500,2.026847,-0.004110,3.250000
2001-03-22,8.116500,2.025985,-0.004110,3.250000
2001-03-23,8.085500,2.022159,-0.004110,3.250000
2001-03-24,8.085500,2.022159,-0.004110,3.250000
2001-03-25,8.085500,2.022159,-0.004110,3.250000
2001-03-26,8.083000,2.021849,-0.004110,3.250000
2001-03-27,8.085000,2.022097,-0.004110,3.250000
2001-03-28,8.081000,2.021602,-0.004110,3.250000
2001-03-29,8.065000,2.019620,-0.004110,3.250000
2001-03-30,8.057000,2.018627,-0.004110,3.250000
2001-03-31,8.057000,2.018627,-0.004110,3.250000
2001-04-01,8.057000,2.022147,-0.003520,3.250000
2001-04-02,8.058000,2.022272,-0.003520,3.250000
2001-04-03,8.097500,2.027162,-0.003520,3.250000
2001-04-04,8.181500,2.037482,-0.003520,3.250000
2001-04-05,8.167000,2.035708,-0.003520,3.250000
2001-04-06,8.128500,2.030983,-0.003520,3.250000
2001-04-07,8.128500,2.030983,-0.003520,3.250000
2001-04-08,8.128500,2.030983,-0.003520,3.250000
2001-04-09,8.141000,2.032519,-0.003520,3.250000
2001-04-10,8.104500,2.028026,-0.003520,3.250000
2001-04-11,8.090000,2.026235,-0.003520,3.250000
2001-04-12,8.090000,2.026235,-0.003520,3.250000
2001-04-13,8.090000,2.026235,-0.003520,3.250000
2001-04-14,8.090000,2.026235,-0.003520,3.250000
2001-04-15,8.090000,2.026235,-0.003520,3.250000
2001-04-16,8.090000,2.026235,-0.003520,3.250000
2001-04-17,8.048000,2.021030,-0.003520,3.250000
2001-04-18,8.059000,2.022396,-0.003520,3.250000
2001-04-19,8.060500,2.022582,-0.003520,3.250000
2001-04-20,8.123000,2.030306,-0.003520,3.250000
2001-04-21,8.123000,2.030306,-0.003520,3.250000
2001-04-22,8.123000,2.030306,-0.003520,3.250000
2001-04-23,8.146500,2.033195,-0.003520,3.250000
2001-04-24,8.147000,2.033256,-0.003520,3.250000
2001-04-25,8.162500,2.035157,-0.003520,3.250000
2001-04-26,8.166500,2.035647,-0.003520,3.250000
2001-04-27,8.155000,2.034237,-0.003520,3.250000
2001-04-28,8.155000,2.034237,-0.003520,3.250000
2001-04-29,8.155000,2.034237,-0.003520,3.250000
2001-04-30,8.092500,2.026544,-0.003520,3.250000
2001-05-01,8.092500,2.030087,-0.003543,3.250000
2001-05-02,8.103000,2.031384,-0.003543,3.250000
2001-05-03,8.099000,2.030890,-0.003543,3.250000
2001-05-04,8.092500,2.030087,-0.003543,3.250000
2001-05-05,8.092500,2.030087,-0.003543,3.250000
2001-05-06,8.092500,2.030087,-0.003543,3.250000
2001-05-07,8.079000,2.028418,-0.003543,3.250000
2001-05-08,8.054000,2.025318,-0.003543,3.250000
2001-05-09,8.040000,2.023579,-0.003543,3.250000
2001-05-10,8.071000,2.027427,-0.003543,3.250000
2001-05-11,8.018500,2.020901,-0.003543,3.250000
2001-05-12,8.018500,2.020901,-0.003543,3.250000
2001-05-13,8.018500,2.020901,-0.003543,3.250000
2001-05-14,7.990000,2.017340,-0.003543,3.250000
2001-05-15,8.019000,2.020963,-0.003543,3.250000
2001-05-16,8.033500,2.022770,-0.003543,3.250000
2001-05-17,8.033500,2.022770,-0.003543,3.250000
2001-05-18,7.960500,2.013641,-0.003543,3.250000
2001-05-19,7.960500,2.013641,-0.003543,3.250000
2001-05-20,7.960500,2.013641,-0.003543,3.250000
2001-05-21,7.931000,2.009929,-0.003543,3.250000
2001-05-22,7.931500,2.009992,-0.003543,3.250000
2001-05-23,7.944000,2.011566,-0.003543,3.250000
2001-05-24,7.944000,2.011566,-0.003543,3.250000
2001-05-25,7.901000,2.006139,-0.003543,3.250000
2001-05-26,7.901000,2.006139,-0.003543,3.250000
2001-05-27,7.901000,2.006139,-0.003543,3.250000
2001-05-28,7.911500,2.007467,-0.003543,3.250000
2001-05-29,7.886500,2.004302,-0.003543,3.250000
2001-05-30,7.908000,2.007024,-0.003543,3.250000
2001-05-31,7.930000,2.009802,-0.003543,3.250000
2001-06-01,7.982000,2.017746,-0.001407,3.250000
2001-06-02,7.982000,2.017746,-0.001407,3.250000
2001-06-03,7.982000,2.017746,-0.001407,3.250000
2001-06-04,7.982000,2.017746,-0.001407,3.250000
2001-06-05,7.969000,2.016116,-0.001407,3.250000
2001-06-06,7.967500,2.015928,-0.001407,3.250000
2001-06-07,7.955500,2.014420,-0.001407,3.250000
2001-06-08,7.951000,2.013855,-0.001407,3.250000
2001-06-09,7.951000,2.013855,-0.001407,3.250000
2001-06-10,7.951000,2.013855,-0.001407,3.250000
2001-06-11,7.953500,2.014169,-0.001407,3.250000
2001-06-12,7.983500,2.017934,-0.001407,3.250000
2001-06-13,7.995000,2.019373,-0.001407,3.250000
2001-06-14,7.954500,2.014295,-0.001407,3.250000
2001-06-15,7.998000,2.019748,-0.001407,3.250000
2001-06-16,7.998000,2.019748,-0.001407,3.250000
2001-06-17,7.998000,2.019748,-0.001407,3.250000
2001-06-18,7.922500,2.010264,-0.001407,3.250000
2001-06-19,7.900000,2.007420,-0.001407,3.250000
